SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,TNT,LAT_DD,LON_DD,ST,EPA_REG,AREA_CAT7,NESLAKE,STRATUM,PANEL,DSGN_CAT,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,NUTREG_NAME,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,REF_NUTR,HUC_2,HUC_8,FLAG_INFO,COMMENT_INFO,SAMPLED,SAMPLED_OE5,INDXSAMP_OE5,OE5,OE5_COND,OE5_COND_985,OE5_COND_R,SHORT_ID,FLAG_OE5,COMMENT_OE5
NLA06608-0014,1,PROB_Lake,Target_Sampled,Target,47.8349274,-100.5756807,ND,Region_8,"(10,20]",,NLALake,Panel_1,"TPL_ND_(10,20]",0.00274667,360.5718727,324.9301387,ND,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,TRASH,N,9,9010003,,,YES,YES,YES,0.604233,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0024,,
NLA06608-0014,2,PROB_Lake,Target_Sampled,Target,47.8349274,-100.5756807,ND,Region_8,"(10,20]",,NLALake,Panel_1,"TPL_ND_(10,20]",0.00274667,360.5718727,324.9301387,ND,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,TRASH,N,9,9010003,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,Littoral habitat data not collected. O/E value not calculated
NLA06608-0015,1,PROB_Lake,Target_Sampled,Target,33.0071076,-107.2747938,NM,Region_6,>100,,NLALake,Panel_1,XER_NM_>100,0.18618767,5.31922114,6.9209566,NM,YES,WMTNS,XER,24,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,N,13,13030101,,,YES,YES,YES,0.918628,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0026,,
NLA06608-0015,2,PROB_Lake,Target_Sampled,Target,33.0071076,-107.2747938,NM,Region_6,>100,,NLALake,Panel_1,XER_NM_>100,0.18618767,5.31922114,6.9209566,NM,YES,WMTNS,XER,24,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,N,13,13030101,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,OE5 not calculated
NLA06608-0016,1,PROB_Lake,Target_Sampled,Target,41.0302522,-100.7797567,NE,Region_7,>100,,NLALake,Panel_1,SPL_NE_>100,0.06081946,16.2838239,4.1608113,NE,YES,PLNLOW,SPL,44,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,N,10,10190018,,,YES,YES,YES,0.672424,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0028,,
NLA06608-0016,2,PROB_Lake,Target_Sampled,Target,41.0302522,-100.7797567,NE,Region_7,>100,,NLALake,Panel_1,SPL_NE_>100,0.06081946,16.2838239,4.1608113,NE,YES,PLNLOW,SPL,44,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,N,10,10190018,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,Littoral habitat data not collected. O/E value not calculated
NLA06608-0019,1,PROB_Lake,Target_Sampled,Target,46.3668879,-99.5118588,ND,Region_8,>100,,NLALake,Panel_1,NPL_ND_>100,0.04063311,24.37355445,21.9642824,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,TRASH,N,10,10130104,,,YES,YES,YES,0.44232,3:> 40% TAXA LOSS,4:> 50% TAXA LOSS,3: MOST DISTURBED,L0032,,
NLA06608-0019,2,PROB_Lake,Target_Sampled,Target,46.3668879,-99.5118588,ND,Region_8,>100,,NLALake,Panel_1,NPL_ND_>100,0.04063311,24.37355445,21.9642824,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,TRASH,N,10,10130104,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,Littoral habitat data not collected. O/E value not calculated
NLA06608-0020,1,PROB_Lake,Target_Sampled,Target,39.4081784,-87.8138083,IL,Region_5,>100,,NLALake,Panel_1,TPL_IL_>100,0.02926005,33.8472937,20.3353418,IL,NO,PLNLOW,TPL,54,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,C,REF,Y,5,5120111,,,YES,YES,YES,0.757829,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0034,,
NLA06608-0020,2,PROB_Lake,Target_Sampled,Target,39.4081784,-87.8138083,IL,Region_5,>100,,NLALake,Panel_1,TPL_IL_>100,0.02926005,33.8472937,20.3353418,IL,NO,PLNLOW,TPL,54,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,C,REF,Y,5,5120111,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,Littoral habitat data not collected. O/E value not calculated
NLA06608-0021,1,PROB_Lake,Target_Sampled,Target,42.7719197,-77.3095481,NY,Region_2,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,8.4183112,NY,YES,EHIGH,NAP,83,VII,Mostly Glaciated Dairy Region,VII,NATURAL,EHIGH NATURAL,B,SO-SO,N,4,4140201,,,YES,YES,YES,0.687164,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0036,,
NLA06608-0021,2,PROB_Lake,Target_Sampled,Target,42.7719197,-77.3095481,NY,Region_2,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,8.4183112,NY,YES,EHIGH,NAP,83,VII,Mostly Glaciated Dairy Region,VII,NATURAL,EHIGH NATURAL,B,SO-SO,N,4,4140201,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,OE5 not calculated
NLA06608-0023,1,PROB_Lake,Target_Sampled,Target,31.1484917,-97.745332,TX,Region_6,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,210.5049403,TX,YES,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,REF,N,12,12070202,,,YES,YES,YES,1.127017,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0039,,
NLA06608-0023,2,PROB_Lake,Target_Sampled,Target,31.1484917,-97.745332,TX,Region_6,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,210.5049403,TX,YES,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,REF,N,12,12070202,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,Littoral habitat data not collected. O/E value not calculated
NLA06608-0024,1,PROB_Lake,Target_Sampled,Target,32.1220497,-95.4884341,TX,Region_6,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.1860872,TX,YES,PLNLOW,CPL,35,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,N,12,12020001,,,YES,NOT DONE,YES,,5:NOT ASSESSED,5:NOT ASSESSED,5:NOT ASSESSED,,K,Littoral habitat data not collected (> 5000 ha). O/E value not calculated
NLA06608-0024,2,PROB_Lake,Target_Sampled,Target,32.1220497,-95.4884341,TX,Region_6,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.1860872,TX,YES,PLNLOW,CPL,35,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,N,12,12020001,,,YES,NOT DONE,NO,,5:NOT ASSESSED,5:NOT ASSESSED,5:NOT ASSESSED,,K,Littoral habitat data not collected (> 5000 ha). O/E value not calculated
NLA06608-0025,1,PROB_Lake,Target_Sampled,Target,35.2013214,-81.3457308,NC,Region_4,"(10,20]",,NLALake,Panel_1,"SAP_NC_(10,20]",0.01583417,62.54658929,47.4194014,NC,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,REF,Y,3,3050105,,,YES,YES,YES,0.976621,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0043,,
NLA06608-0025,2,PROB_Lake,Target_Sampled,Target,35.2013214,-81.3457308,NC,Region_4,"(10,20]",,NLALake,Panel_1,"SAP_NC_(10,20]",0.01583417,62.54658929,47.4194014,NC,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,REF,Y,3,3050105,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,OE5 not calculated
NLA06608-0029,1,PROB_Lake,Target_Sampled,Target,38.7560105,-75.2150379,DE,Region_3,"(50,100]",,NLALake,Panel_1,"CPL_DE_(50,100]",0.21500749,4.60622732,4.3574998,DE,YES,PLNLOW,CPL,63,XIV,Eastern Coastal Plain,CPL,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,N,2,2040207,,,YES,YES,YES,0.834031,1:<= 20% TAXA LOSS,2:> 10-20% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0047,,
NLA06608-0029,2,PROB_Lake,Target_Sampled,Target,38.7560105,-75.2150379,DE,Region_3,"(50,100]",,NLALake,Panel_1,"CPL_DE_(50,100]",0.21500749,4.60622732,4.3574998,DE,YES,PLNLOW,CPL,63,XIV,Eastern Coastal Plain,CPL,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,N,2,2040207,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,Littoral habitat data not collected. O/E value not calculated
NLA06608-0031,1,PROB_Lake,Target_Sampled,Target,39.7764536,-81.5174519,OH,Region_5,"(20,50]",,NLALake,Panel_1,"SAP_OH_(20,50]",0.02943198,33.64956123,28.8221929,OH,YES,EHIGH,SAP,70,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,N,5,5030201,,,YES,YES,YES,0.815874,1:<= 20% TAXA LOSS,2:> 10-20% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0049,,
NLA06608-0031,2,PROB_Lake,Target_Sampled,Target,39.7764536,-81.5174519,OH,Region_5,"(20,50]",,NLALake,Panel_1,"SAP_OH_(20,50]",0.02943198,33.64956123,28.8221929,OH,YES,EHIGH,SAP,70,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,N,5,5030201,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,OE5 not calculated
NLA06608-0033,1,PROB_Lake,Target_Sampled,Target,47.3110836,-121.2990598,WA,Region_10,"(10,20]",,NLALake,Panel_1,"WMT_WA_(10,20]",0.00907729,109.104571,32.5493729,WA,NO,WMTNS,WMT,77,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,TRASH,N,17,17030001,,,YES,YES,YES,0.673385,2:> 20-40% TAXA LOSS,3:> 20-50% TAXA LOSS,3: MOST DISTURBED,L0052,,
NLA06608-0033,2,PROB_Lake,Target_Sampled,Target,47.3110836,-121.2990598,WA,Region_10,"(10,20]",,NLALake,Panel_1,"WMT_WA_(10,20]",0.00907729,109.104571,32.5493729,WA,NO,WMTNS,WMT,77,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,TRASH,N,17,17030001,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,OE5 not calculated
NLA06608-0036,1,PROB_Lake,Target_Sampled,Target,37.477354,-88.3273792,IL,Region_5,"(10,20]",,NLALake,Panel_1,"TPL_IL_(10,20]",0.00785768,126.0388979,75.7237518,IL,NO,PLNLOW,TPL,72,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,REF,Y,5,5140203,,,YES,YES,YES,1.066136,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0056,,
NLA06608-0036,2,PROB_Lake,Target_Sampled,Target,37.477354,-88.3273792,IL,Region_5,"(10,20]",,NLALake,Panel_1,"TPL_IL_(10,20]",0.00785768,126.0388979,75.7237518,IL,NO,PLNLOW,TPL,72,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,REF,Y,5,5140203,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,Littoral habitat data not collected. O/E value not calculated
NLA06608-0037,1,PROB_Lake,Target_Sampled,Target,41.6969929,-73.3639855,CT,Region_1,>100,,NLALake,Panel_1,NAP_CT_>100,0.05177385,19.12883297,21.5571734,CT,YES,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,TRASH,N,1,1100005,,,YES,YES,YES,1.178961,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0058,,
NLA06608-0037,2,PROB_Lake,Target_Sampled,Target,41.6969929,-73.3639855,CT,Region_1,>100,,NLALake,Panel_1,NAP_CT_>100,0.05177385,19.12883297,21.5571734,CT,YES,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,TRASH,N,1,1100005,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,OE5 not calculated
NLA06608-0038,1,PROB_Lake,Target_Sampled,Target,44.7975912,-71.8697174,VT,Region_1,>100,,NLALake,Panel_1,NAP_VT_>100,0.08404545,11.78378385,35.0455954,VT,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,TRASH,N,1,1110000,,,YES,YES,YES,1.183447,1:<= 20% TAXA LOSS,1:<= 10% TAXA LOSS,1:LEAST DISTURBED,L0060,,
NLA06608-0038,2,PROB_Lake,Target_Sampled,Target,44.7975912,-71.8697174,VT,Region_1,>100,,NLALake,Panel_1,NAP_VT_>100,0.08404545,11.78378385,35.0455954,VT,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,TRASH,N,1,1110000,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,OE5 not calculated
NLA06608-0041,1,PROB_Lake,Target_Sampled,Target,38.2269409,-80.8540552,WV,Region_3,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,23.8995004,WV,YES,EHIGH,SAP,69,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,N,5,5050005,,,YES,YES,YES,0.871714,1:<= 20% TAXA LOSS,2:> 10-20% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0063,,
NLA06608-0041,2,PROB_Lake,Target_Sampled,Target,38.2269409,-80.8540552,WV,Region_3,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,23.8995004,WV,YES,EHIGH,SAP,69,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,N,5,5050005,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,OE5 not calculated
NLA06608-0042,1,PROB_Lake,Target_Sampled,Target,44.4582352,-107.0403753,WY,Region_8,"(50,100]",,NLALake,Panel_1,"WMT_WY_(50,100]",0.03996158,24.7831363,9.8325081,WY,NO,WMTNS,WMT,17,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,N,10,10090206,,,YES,YES,YES,0.860663,1:<= 20% TAXA LOSS,2:> 10-20% TAXA LOSS,2:INTERMEDIATE DISTURBANCE,L0065,,
NLA06608-0042,2,PROB_Lake,Target_Sampled,Target,44.4582352,-107.0403753,WY,Region_8,"(50,100]",,NLALake,Panel_1,"WMT_WY_(50,100]",0.03996158,24.7831363,9.8325081,WY,NO,WMTNS,WMT,17,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,N,10,10090206,,,YES,NOT CALCULATED,NO,,9:NO DATA,9:NO DATA,9:NO DATA,,K,OE5 not calculated
