VARNUM	NAME	LABEL	TYPE	LENGTH
94	DATE_RECEIVED	Date Sample was Received by Lab (from tracking data or WRS lab file '2007 Plan 0331081.xls')	1	
95	DATE_FILTERED	Date Sample was Filtered at Lab	1	
96	DATEFILT_ALERT	Sample Filtered at Lab Date (DATE_FILTERED) is AFTER Sample Received by Lab Date (DATE_RECEIVED) (Y/N)	2	1
97	PHLAB_HT	Number of Days between Sample Collection and Lab Analysis for PH_LAB	1	
98	PHLAB_HT_ALERT	PH_LAB Holding Time Exceeded Limit of 3 Days (Y/N)	2	1
99	COND_HT	Number of Days between Sample Collection and Lab Analysis for COND	1	
100	COND_HT_ALERT	COND Holding Time Exceeded Limit of 7 Days (Y/N)	2	1
101	ANC_HT	Number of Days between Sample Collection and Lab Analysis for ANC	1	
102	ANC_HT_ALERT	ANC Holding Time Exceeded Limit of 7 Days (Y/N)	2	1
103	TURB_HT	Number of Days between Sample Collection and Lab Analysis for TURB	1	
104	TURB_HT_ALERT	TURB Holding Time Exceeded Limit of 3 Days (Y/N)	2	1
105	TOC_HT	Number of Days between Sample Collection and Lab Analysis for TOC	1	
106	TOC_HT_ALERT	TOC Holding Time Exceeded Limit of 14 Days (Y/N)	2	1
107	DOC_HT	Number of Days between Sample Collection and Lab Analysis for DOC	1	
108	DOC_HT_ALERT	DOC Holding Time Exceeded Limit of 14 Days (Y/N)	2	1
109	NH4_HT	Number of Days between Sample Collection and Lab Analysis for NH4	1	
110	NH4_HT_ALERT	NH4 Holding Time Exceeded Limit of 28 Days (Y/N)	2	1
111	NO3NO2_HT	Number of Days between Sample Collection and Lab Analysis for NO3NO2	1	
112	NO3NO2_HT_ALERT	NO3NO2 Holding Time Exceeded Limit of 7 Days (Y/N)	2	1
113	NTL_HT	Number of Days between Sample Collection and Lab Analysis for NTL	1	
114	NTL_HT_ALERT	NTL Holding Time Exceeded Limit of 28 Days (Y/N)	2	1
115	PTL_HT	Number of Days between Sample Collection and Lab Analysis for PTL	1	
116	PTL_HT_ALERT	PTL Holding Time Exceeded Limit of 28 Days (Y/N)	2	1
117	CL_HT	Number of Days between Sample Collection and Lab Analysis for CL	1	
118	CL_HT_ALERT	CL Holding Time Exceeded Limit of 7 Days (Y/N)	2	1
119	NO3_HT	Number of Days between Sample Collection and Lab Analysis for NO3	1	
120	NO3_HT_ALERT	NO3 Holding Time Exceeded Limit of 7 Days (Y/N)	2	1
121	SO4_HT	Number of Days between Sample Collection and Lab Analysis for SO4	1	
122	SO4_HT_ALERT	SO4 Holding Time Exceeded Limit of 7 Days (Y/N)	2	1
123	CA_HT	Number of Days between Sample Collection and Lab Analysis for CA	1	
124	CA_HT_ALERT	CA Holding Time Exceeded Limit of 180 Days (Y/N)	2	1
125	MG_HT	Number of Days between Sample Collection and Lab Analysis for MG	1	
126	MG_HT_ALERT	MG Holding Time Exceeded Limit of 180 Days (Y/N)	2	1
127	NA_HT	Number of Days between Sample Collection and Lab Analysis for NA	1	
128	NA_HT_ALERT	NA Holding Time Exceeded Limit of 180 Days (Y/N)	2	1
129	K_HT	Number of Days between Sample Collection and Lab Analysis for K	1	
130	K_HT_ALERT	K Holding Time Exceeded Limit of 180 Days (Y/N)	2	1
131	COLOR_HT	Number of Days between Sample Collection and Lab Analysis for COLOR	1	
132	COLOR_HT_ALERT	COLOR Holding Time Exceeded Limit of 3 Days (Y/N)	2	1
133	SIO2_HT	Number of Days between Sample Collection and Lab Analysis for SIO2	1	
134	SIO2_HT_ALERT	SIO2 Holding Time Exceeded Limit of 7 Days (Y/N)	2	1
135	COM_FIELD_PH	Field pH comment from Profile_do_com data	2	1000
136	COMMENT_FLD_CHEM	Field Sampling Comments	2	1000
137	COMMENT_LAB_CHEM	Laboratory Analysis Comments	2	150
138	COMMENT_IM_CHEM	IM Data Validation Comments	2	300
139	INDXSAMP_CHLA	Index chlorophyll sample for site (YES/NO)-typically the Visit 1 Primary sample	2	3
140	DATECHLA	Date chlorophyll a sample collected	1	
141	SAMPLED_CHLA	CHLA SAMPLE COLLECTED/ANALYZED?	2	20
142	CHLA	Chlorophyll a concentration (µg/L).  Calculated as CHLA_ADJ*(40/VOL_FILTERED)	1	
143	SAMPLE_ID_CHLA	Sample ID number	1	
144	LAB_ID_CHLA	Laboratory sample ID	2	7
145	CHLA_RL_ALERT	CHLA REPORTING LIMIT (< 0.1 ug/L) ALERT (Y/N)	2	1
146	FLAG_FLD_CHLA	Data qualifier (Field Crew) (K=Value could not be determined U=nonstandard measurement Fn=other comment	2	8
147	COMMENT_FLD_CHLA	CHLA comments recorded by field crew	2	1000
148	FLAG_LAB_CHLA	Data qualifier (laboratory) (K=Value could not be determined S=value changed [orig. value in parentheses] B=below reporting level [3 µg/L])	2	12
149	COMMENT_LAB_CHLA	CHLA comments recorded by lab personnel	2	120
150	CHLA_HT_ALERT	CHLA HOLDING TIME (> 28 days) ALERT (Y/N)	2	1
151	CHLA_HT	CHLA HOLDING TIME (days)	1	
152	DATESECCHI	Date of Secchi transparency determination	1	
153	SAMPLED_SECCHI	Secchi transparency determined?	2	24
154	SECMEAN	Secchi transparency (m)(=avg. of disk disappearance and reappearance depths)	1	
155	CLEAR_TO_BOTTOM	Clear all the way to the bottom (Y/blank)	2	4
156	COMMENT_SECCHI	Comments and flag explanations for Secchi determination	2	140
157	VISIT_ID	ID of site visit	1	
158	FLAG_SECCHI	Data Qualifier flag for Secchi determination	2	12
