SITE_ID,YEAR,VISIT_NO,UID,ST,DATEPHAB,SAMPLED_PHAB,ssfpBedrock,ssfpBoulders,ssfpCobble,ssfpGravel,ssfpSand,ssfpSilt,ssfpOrganic,ssfpWood,ssfpOther,ssfcBedrock,ssfcBoulders,ssfcCobble,ssfcGravel,ssfcSand,ssfcSilt,ssfcOrganic,ssfcWood,ssfcOther,ssiStaVariety,ssiSiteVariety,ssiStStaVariety,ssvBedrock,ssvBoulders,ssvCobble,ssvGravel,ssvSand,ssvSilt,ssvOrganic,ssvWood,ssvOther,ssnBedrock,ssnBoulders,ssnCobble,ssnGravel,ssnSand,ssnSilt,ssnOrganic,ssnWood,ssnOther,ssxLdia,ssvLdia,ss16Ldia,ss25Ldia,ss50Ldia,ss75Ldia,ss84Ldia,ssopClass,ssofClass,hipwBuildings,hipwCommercial,hipwRoads,hipwWalls,hipwDocks,hipwPowerlines,hipwLandfill,hipwLawn,hipwPark,hipwCrops,hipwOrchard,hipwPasture,hiiAll,hiiNonAg,hiiAg,hiiAllCirca,hiiNonAgCirca,hiiAgCirca,hifpAny,hifpAnyCirca,hinBuildings,hinCommercial,hinRoads,hinWalls,hinDocks,hinPowerlines,hinLandfill,hinLawn,hinPark,hinCrops,hinOrchard,hinPasture,hipwAg,hipwNonag,hipwAll,hinAg,hinNonag,hinAll,lmfpBedrock,lmfpCobble,lmfpSand,lmfpMud,lmoSubstrate,lmnSubstrate,lmpwHuman,lmnHuman,lmnCover,lmfpLittle,lmfpPatchy,lmfpContinuous,lmoCover,lmnCoverTypes,lmfpWoody,lmfpVeg,lmfpBoulders,lmfpFill,lmfpArtificial,lmfpNone,bffFlat,bffGradual,bffSteep,bffVertical,bfoAngle,bfnAngle,bfxHorizDist,bfxVertHeight,bfnHorizDist,bfnVertHeight,L_HorizDist,L_VertHeight,L_RtHzVrt,RDisIn,RDisInAg,RDisInNonAG,RDisInEx1,RDisInEx1a,RDisInEx2,RDisInEx2a,RDisLev_x1,RDisLev_x1a,RDisLev_x2,RDisLev_x2a,RVegQ_1,RVegQ_2,RVegQ_3,RVegQ_4,RVegQ_5,RVegQ_5a,RVegQ_6,RVegQ_6a,LITCVR_A,LITCVR_B,LITCVR_C,LITCVR_D,LRCVQ_1A,LRCVQ_1B,LRCVQ_1C,LRCVQ_1D,LRCVQ_2A,LRCVQ_2B,LRCVQ_2C,LRCVQ_2D,LRCVQ_3A,LRCVQ_3B,LRCVQ_3C,LRCVQ_3D,LRCVQ_4A,LRCVQ_4B,LRCVQ_4C,LRCVQ_4D,LRCVQ_5A,LRCVQ_5Aa,LRCVQ_5B,LRCVQ_5Ba,LRCVQ_5C,LRCVQ_5Ca,LRCVQ_5D,LRCVQ_5Da,LRCVQ_6A,LRCVQ_6Aa,LRCVQ_6B,LRCVQ_6Ba,LRCVQ_6C,LRCVQ_6Ca,LRCVQ_6D,LRCVQ_6Da,FLAG_PHABMET,COMMENT_PHABMET
NLA06608-0066,2007,1,NLA06608-0066+2007+1,PA,6/12/2007,YES,0.4,0.7,1,0.9,0.5,0.3,0.5,1,0.4,0.062669692,0.111108814,0.468426311,0.154171774,0.032602434,0.025713721,0.04555957,0.078962209,0.020785475,5.7,8,1.403508772,0.116434473,0.169613508,0.272231604,0.112290033,0.049256322,0.053818197,0.064960871,0.059676412,0.028113619,10,10,10,10,10,10,10,10,10,0.320063652,0.089565015,0.235026658,0.248817624,0.295977872,0.362315865,0.398762713,"Cobble, Wood",Cobble,0.15,0.05,0,0.05,0.2,0,0.35,0,0.1,0,0,0,0.9,0.9,0,0.3,0.3,0,0.7,0.3,10,10,10,10,10,10,10,10,10,10,10,10,0,0.1,0.075,30,90,120,0,0.7,0.3,0,C,10,0.111111111,9,8,0.5,0.5,0,"NO COVER, PATCHY COVER",10,0.8,0.3,0.7,,,,0.4,0.4,0.1,0.1,"FLAT, GRADUAL",10,5.14,1.15,10,10,0.788168371,0.33243846,0.455729911,0.473684211,0,0.473684211,0.586842105,0.386842105,0.575828922,0.376968517,2,2,2,2,0.486333333,0.2295,0.238181818,0.046428571,0.366338983,0.36475,0.160906523,0.158787879,0.2225,0.172119565,0.114746377,0.081135266,0.354416667,0.329226449,0.300539855,0.2837343,0.226,0.200809783,0.172123188,0.155317633,0.230340909,0.205150692,0.176464097,0.159658542,0.134464286,0.109274068,0.080587474,0.063781919,0.294419492,0.293625,0.269229274,0.268434783,0.24054268,0.239748188,0.223737124,0.222942633,0.191703261,0.190643939,0.166513044,0.165453722,0.13782645,0.136767128,0.121020894,0.119961572,,
NLA06608-0066,2007,2,NLA06608-0066+2007+2,PA,9/18/2007,YES,0.3,0.7,1,0.9,0.4,0.8,0.2,0.5,0.2,0.094059335,0.106559536,0.270247189,0.243516872,0.035059792,0.184346095,0.020262664,0.038616274,0.007332242,5,8,1.6,0.202239554,0.127798997,0.232773381,0.259433036,0.064369257,0.188784753,0.04937658,0.050302681,0.015705278,10,10,10,10,10,10,10,10,10,0.197169217,0.179721823,-0.008268543,0.016950182,0.20320776,0.300188167,0.423684858,Cobble,Cobble,0.1,0,0.05,0,0.25,0.05,0.3,0.05,0,0,0,0,0.8,0.8,0,0.5,0.5,0,0.7,0.4,10,10,10,10,10,10,10,10,10,10,10,10,0,0.088888889,0.066666667,30,90,120,0,0.3,0.5,0.2,S,10,0.17,10,10,0.7,0.3,0,NO COVER,10,0.2,,0.6,,0.2,0.3,0.1,0.3,0.6,0,STEEP,10,11.45,3.05,10,10,1.095169351,0.607455023,0.487714328,0.444444444,0,0.444444444,0.572222222,0.422222222,0.557773351,0.421637021,2,2,2,2,0.228666667,0.093,0.115,0.047857143,0.1715,0.1715,0.076666667,0.076666667,0.1775,0.097445652,0.064963768,0.044130435,0.203083333,0.163056159,0.146815217,0.136398551,0.13525,0.095222826,0.078981884,0.068565217,0.14625,0.106222826,0.089981884,0.079565217,0.112678571,0.072651398,0.056410455,0.045993789,0.1745,0.1745,0.134472826,0.134472826,0.118231884,0.118231884,0.107815217,0.107815217,0.127083333,0.127083333,0.087056159,0.087056159,0.070815217,0.070815217,0.060398551,0.060398551,,
NLA06608-0066,2007,2,NLA06608-0066+2007+2,PA,9/18/2007,YES,0.3,0.7,1,0.9,0.4,0.8,0.2,0.5,0.2,0.094059335,0.106559536,0.270247189,0.243516872,0.035059792,0.184346095,0.020262664,0.038616274,0.007332242,5,8,1.6,0.202239554,0.127798997,0.232773381,0.259433036,0.064369257,0.188784753,0.04937658,0.050302681,0.015705278,10,10,10,10,10,10,10,10,10,0.197169217,0.179721823,-0.008268543,0.016950182,0.20320776,0.300188167,0.423684858,Cobble,Cobble,0.1,0,0.05,0,0.25,0.05,0.3,0.05,0,0,0,0,0.8,0.8,0,0.5,0.5,0,0.7,0.4,10,10,10,10,10,10,10,10,10,10,10,10,0,0.088888889,0.066666667,30,90,120,0,0.3,0.5,0.2,S,10,0.17,10,10,0.7,0.3,0,NO COVER,10,0.2,,0.6,,0.2,0.3,0.1,0.3,0.6,0,STEEP,10,11.45,3.05,10,10,1.095169351,0.607455023,0.487714328,0.444444444,0,0.444444444,0.572222222,0.422222222,0.557773351,0.421637021,2,2,2,2,0.228666667,0.093,0.115,0.047857143,0.1715,0.1715,0.076666667,0.076666667,0.1775,0.097445652,0.064963768,0.044130435,0.203083333,0.163056159,0.146815217,0.136398551,0.13525,0.095222826,0.078981884,0.068565217,0.14625,0.106222826,0.089981884,0.079565217,0.112678571,0.072651398,0.056410455,0.045993789,0.1745,0.1745,0.134472826,0.134472826,0.118231884,0.118231884,0.107815217,0.107815217,0.127083333,0.127083333,0.087056159,0.087056159,0.070815217,0.070815217,0.060398551,0.060398551,,
NLA06608-0068,2007,1,NLA06608-0068+2007+1,CO,7/9/2007,YES,0,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0,0.140603338,0.0451012,0.128108766,0.130491069,0.099835471,0.141240035,0.050219335,0.264400785,5.2,7,1.346153846,0,0.291803519,0.069676083,0.176214795,0.18308501,0.141304581,0.183325872,0.067628847,0.263612896,10,10,10,10,10,10,10,10,10,0.03081579,0.222179829,-0.114947463,-0.089988264,0,0.115864479,0.197054902,Other,Other,0.3,0,0.25,0.1,0.25,0.35,0.1,0,0,0,0,0,1.35,1.35,0,0.6,0.6,0,0.8,0.3,10,10,10,10,10,10,10,10,10,10,10,10,0,0.15,0.1125,30,90,120,0,0.5,0.3,0.2,C,10,0.41,10,10,0.6,0.4,0,NO COVER,10,0.2,0.7,0.5,,,,0,0.5,0.5,0,"GRADUAL, STEEP",10,0,0,10,10,0,0,0,0.574468085,0,0.574468085,0.687234043,0.437234043,0.677919219,0.415139044,2,2,2,2,0.209135802,0.063703704,0.182340067,0.198703704,0.158970496,0.160152182,0.124384904,0.125960485,0.435555556,0.227439614,0.156026849,0.096397219,0.322345679,0.218287708,0.182581326,0.152766511,0.24962963,0.145571659,0.109865276,0.080050462,0.308947811,0.20488984,0.169183458,0.139368643,0.31712963,0.213071659,0.177365276,0.147550462,0.297263026,0.297853869,0.193205055,0.193795898,0.157498672,0.158089515,0.127683858,0.128274701,0.27997023,0.28075802,0.175912259,0.176700049,0.140205876,0.140993667,0.110391062,0.111178852,,
NLA06608-0068,2007,1,NLA06608-0068+2007+1,CO,7/9/2007,YES,0,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0,0.140603338,0.0451012,0.128108766,0.130491069,0.099835471,0.141240035,0.050219335,0.264400785,5.2,7,1.346153846,0,0.291803519,0.069676083,0.176214795,0.18308501,0.141304581,0.183325872,0.067628847,0.263612896,10,10,10,10,10,10,10,10,10,0.03081579,0.222179829,-0.114947463,-0.089988264,0,0.115864479,0.197054902,Other,Other,0.3,0,0.25,0.1,0.25,0.35,0.1,0,0,0,0,0,1.35,1.35,0,0.6,0.6,0,0.8,0.3,10,10,10,10,10,10,10,10,10,10,10,10,0,0.15,0.1125,30,90,120,0,0.5,0.3,0.2,C,10,0.41,10,10,0.6,0.4,0,NO COVER,10,0.2,0.7,0.5,,,,0,0.5,0.5,0,"GRADUAL, STEEP",10,0,0,10,10,0,0,0,0.574468085,0,0.574468085,0.687234043,0.437234043,0.677919219,0.415139044,2,2,2,2,0.209135802,0.063703704,0.182340067,0.198703704,0.158970496,0.160152182,0.124384904,0.125960485,0.435555556,0.227439614,0.156026849,0.096397219,0.322345679,0.218287708,0.182581326,0.152766511,0.24962963,0.145571659,0.109865276,0.080050462,0.308947811,0.20488984,0.169183458,0.139368643,0.31712963,0.213071659,0.177365276,0.147550462,0.297263026,0.297853869,0.193205055,0.193795898,0.157498672,0.158089515,0.127683858,0.128274701,0.27997023,0.28075802,0.175912259,0.176700049,0.140205876,0.140993667,0.110391062,0.111178852,,
NLA06608-0068,2007,2,NLA06608-0068+2007+2,CO,9/12/2007,YES,0,0.8,0.8,0.9,0.6,0.3,0.2,0.5,0.1,0,0.069333036,0.275546749,0.355363531,0.103808367,0.134188394,0.010006254,0.044857117,0.006896552,4.2,7,1.666666667,0,0.095337738,0.231318269,0.231333061,0.167608094,0.279150968,0.021103274,0.078123702,0.021808811,10,10,10,10,10,10,10,10,10,0.148987254,0.219108982,-0.214277813,0.171627896,0.226723855,0.273250364,0.319532445,Gravel,Gravel,0.35,0,0.35,0.05,0.35,0.35,0.1,0,0.1,0,0,0,1.65,1.65,0,0.3,0.3,0,0.9,0.3,10,10,10,10,10,10,10,10,10,10,10,10,0,0.183333333,0.1375,30,90,120,0,0.5,0.3,0.2,C,10,0.5,10,10,1,0,0,NO COVER,10,0.1,,,,,0.9,0.111111111,0.888888889,0,0,GRADUAL,9,7.54,0.85,10,10,0.931457871,0.267171728,0.664286142,0.622641509,0,0.622641509,0.761320755,0.461320755,0.748583568,0.432194925,2,2,2,2,0.099333333,0.049,0.114090909,0.109285714,0.076618644,0.0745,0.078885465,0.076060606,0.035,0.034891304,0.02326087,0.017149758,0.067166667,0.067112319,0.061297101,0.058241546,0.042,0.041945652,0.036130435,0.033074879,0.074545455,0.074491107,0.068675889,0.065620334,0.072142857,0.072088509,0.066273292,0.063217736,0.055809322,0.05475,0.055754974,0.054695652,0.049939757,0.048880435,0.046884201,0.045824879,0.056942732,0.055530303,0.056888385,0.055475955,0.051073167,0.049660738,0.048017612,0.046605182,,
NLA06608-0068,2007,2,NLA06608-0068+2007+2,CO,9/12/2007,YES,0,0.8,0.8,0.9,0.6,0.3,0.2,0.5,0.1,0,0.069333036,0.275546749,0.355363531,0.103808367,0.134188394,0.010006254,0.044857117,0.006896552,4.2,7,1.666666667,0,0.095337738,0.231318269,0.231333061,0.167608094,0.279150968,0.021103274,0.078123702,0.021808811,10,10,10,10,10,10,10,10,10,0.148987254,0.219108982,-0.214277813,0.171627896,0.226723855,0.273250364,0.319532445,Gravel,Gravel,0.35,0,0.35,0.05,0.35,0.35,0.1,0,0.1,0,0,0,1.65,1.65,0,0.3,0.3,0,0.9,0.3,10,10,10,10,10,10,10,10,10,10,10,10,0,0.183333333,0.1375,30,90,120,0,0.5,0.3,0.2,C,10,0.5,10,10,1,0,0,NO COVER,10,0.1,,,,,0.9,0.111111111,0.888888889,0,0,GRADUAL,9,7.54,0.85,10,10,0.931457871,0.267171728,0.664286142,0.622641509,0,0.622641509,0.761320755,0.461320755,0.748583568,0.432194925,2,2,2,2,0.099333333,0.049,0.114090909,0.109285714,0.076618644,0.0745,0.078885465,0.076060606,0.035,0.034891304,0.02326087,0.017149758,0.067166667,0.067112319,0.061297101,0.058241546,0.042,0.041945652,0.036130435,0.033074879,0.074545455,0.074491107,0.068675889,0.065620334,0.072142857,0.072088509,0.066273292,0.063217736,0.055809322,0.05475,0.055754974,0.054695652,0.049939757,0.048880435,0.046884201,0.045824879,0.056942732,0.055530303,0.056888385,0.055475955,0.051073167,0.049660738,0.048017612,0.046605182,,
NLA06608-0069,2007,1,NLA06608-0069+2007+1,FL,7/18/2007,YES,0,0,0,0.1,0.3,0,0.3,0.9,1,0,0,0,0.005405405,0.121983591,0,0.032654801,0.098272462,0.741683741,2.6,4,1.538461538,0,0,0,0.017093393,0.215226594,0,0.067611711,0.111705038,0.264940245,10,10,10,10,10,10,10,10,10,-0.021001783,0.0342595,-0.076734896,-0.056548038,0,0,0,Other,Other,0.25,0,0.1,0.1,0.25,0,0.1,0.3,0,0,0,0,1.1,1.1,0,0.4,0.4,0,0.7,0.2,10,10,10,10,10,10,10,10,10,10,10,10,0,0.122222222,0.091666667,30,90,120,0,0,0.9,0.1,S,10,0.12,10,10,0.5,0.5,0,"NO COVER, PATCHY COVER",10,0.9,0.7,,,0.1,,0,1,0,0,GRADUAL,10,0,0,10,10,0,0,0,0.523809524,0,0.523809524,0.611904762,0.361904762,0.605530071,0.323669437,2,2,2,2,0.413888889,0.170833333,0.196515152,0.071904762,0.31730226,0.321142739,0.140190892,0.145311531,0.325,0.197282609,0.145823169,0.09193428,0.369444444,0.305585749,0.279856029,0.252911585,0.247916667,0.184057971,0.158328251,0.131383807,0.260757576,0.19689888,0.17116916,0.144224716,0.198452381,0.134593685,0.108863966,0.081919521,0.32115113,0.32307137,0.257292434,0.259212674,0.231562715,0.233482954,0.20461827,0.20653851,0.232595446,0.235155766,0.16873675,0.17129707,0.143007031,0.14556735,0.116062586,0.118622906,,
NLA06608-0069,2007,1,NLA06608-0069+2007+1,FL,7/18/2007,YES,0,0,0,0.1,0.3,0,0.3,0.9,1,0,0,0,0.005405405,0.121983591,0,0.032654801,0.098272462,0.741683741,2.6,4,1.538461538,0,0,0,0.017093393,0.215226594,0,0.067611711,0.111705038,0.264940245,10,10,10,10,10,10,10,10,10,-0.021001783,0.0342595,-0.076734896,-0.056548038,0,0,0,Other,Other,0.25,0,0.1,0.1,0.25,0,0.1,0.3,0,0,0,0,1.1,1.1,0,0.4,0.4,0,0.7,0.2,10,10,10,10,10,10,10,10,10,10,10,10,0,0.122222222,0.091666667,30,90,120,0,0,0.9,0.1,S,10,0.12,10,10,0.5,0.5,0,"NO COVER, PATCHY COVER",10,0.9,0.7,,,0.1,,0,1,0,0,GRADUAL,10,0,0,10,10,0,0,0,0.523809524,0,0.523809524,0.611904762,0.361904762,0.605530071,0.323669437,2,2,2,2,0.413888889,0.170833333,0.196515152,0.071904762,0.31730226,0.321142739,0.140190892,0.145311531,0.325,0.197282609,0.145823169,0.09193428,0.369444444,0.305585749,0.279856029,0.252911585,0.247916667,0.184057971,0.158328251,0.131383807,0.260757576,0.19689888,0.17116916,0.144224716,0.198452381,0.134593685,0.108863966,0.081919521,0.32115113,0.32307137,0.257292434,0.259212674,0.231562715,0.233482954,0.20461827,0.20653851,0.232595446,0.235155766,0.16873675,0.17129707,0.143007031,0.14556735,0.116062586,0.118622906,,
NLA06608-0069,2007,2,NLA06608-0069+2007+2,FL,9/26/2007,YES,0.1,0,0,0,0,0,0,0,1,0.005405405,0,0,0,0,0,0,0,0.994594595,1.1,1,0.909090909,0.017093393,0,0,0,0,0,0,0,0.017093393,10,10,10,10,10,10,10,10,10,0.062542916,0.197778068,0,0,0,0,0,Other,Other,0.2,0,0.05,0.05,0.2,0.05,0.15,0.1,0,0,0,0,0.8,0.8,0,0.3,0.3,0,0.6,0.3,10,10,10,10,10,10,10,10,10,10,10,10,0,0.088888889,0.066666667,30,90,120,0,0,0.888888889,0.111111111,S,9,0.04,10,10,0.7,0.3,0,NO COVER,10,0.6,1,,,0.2,,0,0.8,0.2,0,GRADUAL,10,0.9,0.5,10,10,0.278753601,0.176091259,0.102662342,0.444444444,0,0.444444444,0.522222222,0.372222222,0.516397779,0.365148372,2,2,2,2,0.539,0.3085,0.320909091,0.063571429,0.421728814,0.43065264,0.237244479,0.249142914,0.39,0.238478261,0.194189028,0.103077916,0.4645,0.38873913,0.366594514,0.321038958,0.34925,0.27348913,0.251344514,0.205788958,0.355454545,0.279693676,0.257549059,0.211993504,0.226785714,0.151024845,0.128880228,0.083324673,0.405864407,0.41032632,0.330103537,0.334565451,0.307958921,0.312420834,0.262403365,0.266865278,0.313622239,0.319571457,0.23786137,0.243810588,0.215716753,0.221665971,0.170161198,0.176110415,,
NLA06608-0069,2007,2,NLA06608-0069+2007+2,FL,9/26/2007,YES,0.1,0,0,0,0,0,0,0,1,0.005405405,0,0,0,0,0,0,0,0.994594595,1.1,1,0.909090909,0.017093393,0,0,0,0,0,0,0,0.017093393,10,10,10,10,10,10,10,10,10,0.062542916,0.197778068,0,0,0,0,0,Other,Other,0.2,0,0.05,0.05,0.2,0.05,0.15,0.1,0,0,0,0,0.8,0.8,0,0.3,0.3,0,0.6,0.3,10,10,10,10,10,10,10,10,10,10,10,10,0,0.088888889,0.066666667,30,90,120,0,0,0.888888889,0.111111111,S,9,0.04,10,10,0.7,0.3,0,NO COVER,10,0.6,1,,,0.2,,0,0.8,0.2,0,GRADUAL,10,0.9,0.5,10,10,0.278753601,0.176091259,0.102662342,0.444444444,0,0.444444444,0.522222222,0.372222222,0.516397779,0.365148372,2,2,2,2,0.539,0.3085,0.320909091,0.063571429,0.421728814,0.43065264,0.237244479,0.249142914,0.39,0.238478261,0.194189028,0.103077916,0.4645,0.38873913,0.366594514,0.321038958,0.34925,0.27348913,0.251344514,0.205788958,0.355454545,0.279693676,0.257549059,0.211993504,0.226785714,0.151024845,0.128880228,0.083324673,0.405864407,0.41032632,0.330103537,0.334565451,0.307958921,0.312420834,0.262403365,0.266865278,0.313622239,0.319571457,0.23786137,0.243810588,0.215716753,0.221665971,0.170161198,0.176110415,,
NLA06608-0071,2007,1,NLA06608-0071+2007+1,LA,9/6/2007,YES,0,0,0.111111111,0,0.111111111,0.666666667,0.444444444,0.888888889,0.888888889,0,0,0.105105105,0,0.005698006,0.172481811,0.040573907,0.114555909,0.561585262,3.111111111,5,1.607142857,0,0,0.315315315,0,0.017094017,0.198340306,0.071971345,0.161012127,0.348537616,9,9,9,9,9,9,9,9,9,-0.204146215,0.24905184,-0.351820729,-0.351820729,-0.351820729,-0.076734896,0,"Wood, Other",Other,0.333333333,0,0,0.222222222,0.388888889,0.055555556,0.777777778,0.444444444,0.111111111,0,0,0,2.333333333,2.333333333,0,1.888888889,1.888888889,0,1,1,9,9,9,9,9,9,9,9,9,9,9,9,0,0.259259259,0.194444444,27,81,108,0,0.111111111,0.222222222,0.666666667,M,9,0.477777778,9,9,0.444444444,0.444444444,0.111111111,"NO COVER, PATCHY COVER",9,0.444444444,0.888888889,,,0.333333333,,0.333333333,0.444444444,0.222222222,0,GRADUAL,9,1.011111111,0.488888889,9,9,0.303436065,0.172862289,0.130573777,0.7,0,0.7,0.85,0.85,0.836660027,0.836660027,3,3,3,3,0.383104856,0.13021284,0.216727992,0.191403316,0.3117519,0.324457355,0.177049672,0.193990278,0.433333333,0.216666667,0.193949395,0.100739518,0.408219095,0.299885761,0.288527126,0.241922187,0.281773087,0.173439753,0.162081117,0.115476179,0.325030662,0.216697329,0.205338693,0.158733755,0.312368325,0.204034991,0.192676356,0.146071417,0.372542617,0.378895344,0.264209283,0.270562011,0.252850648,0.259203375,0.206245709,0.212598437,0.305191503,0.313661806,0.196858169,0.205328472,0.185499533,0.193969837,0.138894595,0.147364898,,
NLA06608-0071,2007,1,NLA06608-0071+2007+1,LA,9/6/2007,YES,0,0,0.111111111,0,0.111111111,0.666666667,0.444444444,0.888888889,0.888888889,0,0,0.105105105,0,0.005698006,0.172481811,0.040573907,0.114555909,0.561585262,3.111111111,5,1.607142857,0,0,0.315315315,0,0.017094017,0.198340306,0.071971345,0.161012127,0.348537616,9,9,9,9,9,9,9,9,9,-0.204146215,0.24905184,-0.351820729,-0.351820729,-0.351820729,-0.076734896,0,"Wood, Other",Other,0.333333333,0,0,0.222222222,0.388888889,0.055555556,0.777777778,0.444444444,0.111111111,0,0,0,2.333333333,2.333333333,0,1.888888889,1.888888889,0,1,1,9,9,9,9,9,9,9,9,9,9,9,9,0,0.259259259,0.194444444,27,81,108,0,0.111111111,0.222222222,0.666666667,M,9,0.477777778,9,9,0.444444444,0.444444444,0.111111111,"NO COVER, PATCHY COVER",9,0.444444444,0.888888889,,,0.333333333,,0.333333333,0.444444444,0.222222222,0,GRADUAL,9,1.011111111,0.488888889,9,9,0.303436065,0.172862289,0.130573777,0.7,0,0.7,0.85,0.85,0.836660027,0.836660027,3,3,3,3,0.383104856,0.13021284,0.216727992,0.191403316,0.3117519,0.324457355,0.177049672,0.193990278,0.433333333,0.216666667,0.193949395,0.100739518,0.408219095,0.299885761,0.288527126,0.241922187,0.281773087,0.173439753,0.162081117,0.115476179,0.325030662,0.216697329,0.205338693,0.158733755,0.312368325,0.204034991,0.192676356,0.146071417,0.372542617,0.378895344,0.264209283,0.270562011,0.252850648,0.259203375,0.206245709,0.212598437,0.305191503,0.313661806,0.196858169,0.205328472,0.185499533,0.193969837,0.138894595,0.147364898,,
NLA06608-0071,2007,2,NLA06608-0071+2007+2,LA,9/8/2007,YES,0,0.1,0.1,0,0,0.6,0.444444444,0.9,1,0,0.08974359,0.065714286,0,0,0.33199142,0.039929453,0.170161238,0.340503287,3,5,1.666666667,0,0.283794149,0.207806818,0,0,0.331752026,0.072023235,0.176279778,0.398487994,10,10,10,10,10,10,9,10,9,-0.126058104,0.326002888,-0.351820729,-0.351820729,-0.351820729,0,0.350343332,Other,Other,0.3,0,0.05,0.3,0.222222222,0.15,0.65,0.5,0,0.1,0,0,2.272222222,2.172222222,0.1,1.511111111,1.511111111,0,0.9,0.8,10,9,10,10,9,10,10,10,9,10,10,10,0.033333333,0.247126437,0.192307692,30,87,117,0,0,0,1,M,10,0.48,10,10,0.6,0.4,0,NO COVER,10,0.5,0.7,0.1,,0.1,,0.5,0.5,0,0,"FLAT, GRADUAL",10,0.87,0.35,10,10,0.271841607,0.130333768,0.141507838,0.694397284,0.090909091,0.684763573,0.797198642,0.747198642,0.79054257,0.745330683,2,3,2,2,0.258074074,0.087111111,0.206565657,0.231111111,0.209180556,0.21789549,0.158543771,0.170163683,0.275,0.146195652,0.129917013,0.084917013,0.266537037,0.202134863,0.193995544,0.171495544,0.181055556,0.116653382,0.108514062,0.086014062,0.240782828,0.176380654,0.168241335,0.145741335,0.253055556,0.188653382,0.180514062,0.158014062,0.242090278,0.246447745,0.177688104,0.182045571,0.169548784,0.173906251,0.147048784,0.151406251,0.216771886,0.222581842,0.152369712,0.158179668,0.144230392,0.150040348,0.121730392,0.127540348,,
NLA06608-0071,2007,2,NLA06608-0071+2007+2,LA,9/8/2007,YES,0,0.1,0.1,0,0,0.6,0.444444444,0.9,1,0,0.08974359,0.065714286,0,0,0.33199142,0.039929453,0.170161238,0.340503287,3,5,1.666666667,0,0.283794149,0.207806818,0,0,0.331752026,0.072023235,0.176279778,0.398487994,10,10,10,10,10,10,9,10,9,-0.126058104,0.326002888,-0.351820729,-0.351820729,-0.351820729,0,0.350343332,Other,Other,0.3,0,0.05,0.3,0.222222222,0.15,0.65,0.5,0,0.1,0,0,2.272222222,2.172222222,0.1,1.511111111,1.511111111,0,0.9,0.8,10,9,10,10,9,10,10,10,9,10,10,10,0.033333333,0.247126437,0.192307692,30,87,117,0,0,0,1,M,10,0.48,10,10,0.6,0.4,0,NO COVER,10,0.5,0.7,0.1,,0.1,,0.5,0.5,0,0,"FLAT, GRADUAL",10,0.87,0.35,10,10,0.271841607,0.130333768,0.141507838,0.694397284,0.090909091,0.684763573,0.797198642,0.747198642,0.79054257,0.745330683,2,3,2,2,0.258074074,0.087111111,0.206565657,0.231111111,0.209180556,0.21789549,0.158543771,0.170163683,0.275,0.146195652,0.129917013,0.084917013,0.266537037,0.202134863,0.193995544,0.171495544,0.181055556,0.116653382,0.108514062,0.086014062,0.240782828,0.176380654,0.168241335,0.145741335,0.253055556,0.188653382,0.180514062,0.158014062,0.242090278,0.246447745,0.177688104,0.182045571,0.169548784,0.173906251,0.147048784,0.151406251,0.216771886,0.222581842,0.152369712,0.158179668,0.144230392,0.150040348,0.121730392,0.127540348,,
NLA06608-0072,2007,1,NLA06608-0072+2007+1,TX,7/26/2007,YES,0.1,0.3,0.3,0.2,0.9,1,1,0.9,1,0.003636364,0.015102375,0.02964783,0.023587224,0.044871629,0.189414769,0.102158327,0.087872613,0.50370887,5.7,8,1.403508772,0.011499191,0.025025392,0.058559418,0.05813406,0.029710754,0.207101432,0.055685845,0.062045981,0.206994035,10,10,10,10,10,10,10,10,10,-0.143639441,0.216506451,-0.336951225,-0.336951225,-0.214277813,0.023814792,0.119477707,"Silt, Organic, Other",Other,0,0,0.2,0.1,0,0,0,0.1,0,0,0,0.95,1.35,0.4,0.95,1.3,0.4,0.9,1,0.9,10,10,10,10,10,10,10,10,10,10,10,10,0.316666667,0.044444444,0.1125,30,90,120,0,0.1,0.1,0.8,M,10,0.02,10,10,0,0.4,0.6,CONTINUOUS COVER,10,1,1,0.3,,0.1,,0.1,0.9,0,0,GRADUAL,10,0,0,10,10,0,0,0,0.574468085,0.487179487,0.285714286,0.787234043,0.737234043,0.757936729,0.719041916,2,3,2,2,0.15681583,0.085223745,0.2112692,0.258866602,0.156012296,0.156803292,0.192046698,0.193101359,0.7475,0.417228261,0.330407399,0.143462955,0.452157915,0.287022045,0.243611615,0.150139392,0.416361872,0.251226003,0.207815572,0.11434335,0.4793846,0.31424873,0.270838299,0.177366077,0.503183301,0.338047431,0.294637001,0.201164779,0.451756148,0.452151646,0.286620279,0.287015776,0.243209848,0.243605346,0.149737626,0.150133123,0.469773349,0.470300679,0.304637479,0.30516481,0.261227049,0.261754379,0.167754826,0.168282157,,
