SITE_ID,YEAR,VISIT_NO,UID,ST,DATEPHAB,SAMPLED_PHAB,sifpIsland,sixDepth,sivDepth,sinDepth,L_sixDepth,L_sivDepth,CVLitDepth,lzoFilm,lzfpFilm,lziFilmVariety,bsfpBedrock,bsfpBoulders,bsfpCobble,bsfpGravel,bsfpSand,bsfpSilt,bsfpOrganic,bsfpWood,bsfcBedrock,bsfcBoulders,bsfcCobble,bsfcGravel,bsfcSand,bsfcSilt,bsfcOrganic,bsfcWood,bsiStaVariety,bsiSiteVariety,bsiStStaVariety,bsvBedrock,bsvBoulders,bsvCobble,bsvGravel,bsvSand,bsvSilt,bsvOrganic,bsvWood,bsnBedrock,bsnBoulders,bsnCobble,bsnGravel,bsnSand,bsnSilt,bsnOrganic,bsnWood,bsxLdia,bsvLdia,bs16Ldia,bs25Ldia,bs50Ldia,bs75Ldia,bs84Ldia,bsopClass,bsofClass,bsfBlack,bsfBrown,bsfGray,bsfRed,bsfOtherColor,bsoColor,bsnColor,bsfNoneOdor,bsfAnoxic,bsfChemical,bsfH2S,bsfOil,bsfOtherOdor,bsoOdor,bsnOdor,amfpEmergent,amfpFloating,amfpSubmergent,amfpAll,amfcEmergent,amfcFloating,amfcSubmergent,amfcAll,amfcFltEmg,amvEmergent,amvFloating,amvSubmergent,amvAll,amiqAll,amidAll,amnEmergent,amnFloating,amnSubmergent,amnAll,amiTotal,fcfpAquatic,fcfpBoulders,fcfpBrush,fcfpLedges,fcfpLivetrees,fcfpOverhang,fcfpSnag,fcfpStructures,fcfcAquatic,fcfcBoulders,fcfcBrush,fcfcLedges,fcfcLiveTrees,fcfcOverhang,fcfcSnag,fcfcStructures,fcfpAll,fciAll,fciBig,fciNatural,fciRipVeg,SomeNatCvr,fcvAquatic,fcvBoulders,fcvBrush,fcvLedges,fcvLivetrees,fcvOverhang,fcvSnag,fcvStructures,fcnAquatic,fcnBoulders,fcnBrush,fcnLedges,fcnLiveTrees,fcnOverhang,fcnSnag,fcnStructures,fcnAll,rvfpCanBroadleaf,rvfpCanConiferous,rvfpCanDeciduous,rvfpCanMixed,rvfpCanNone,rvfpUndBroadleaf,rvfpUndConiferous,rvfpUndDeciduous,rvfpUndMixed,rvfpUndNone,rvnCanopy,rvnUnderstory,rvfpCanBig,rvfpCanSmall,rvfpUndNonw,rvfpUndWoody,rvfpGndBare,rvfpGndInundated,rvfpGndNonw,rvfpGndWoody,rvfcCanBig,rvfcCanSmall,rvfcUndNonw,rvfcUndWoody,rvfcGndBare,rvfcGndInundated,rvfcGndNonw,rvfcGndWoody,rvvCanBig,rvvCanSmall,rvvUndNonw,rvvUndWoody,rvvGndBare,rvvGndInundated,rvvGndNonw,rvvGndWoody,rvnCanBig,rvnCanSmall,rvnUndNonw,rvnUndWoody,rvnGndBare,rvnGndInundated,rvnGndNonw,rvnGndWoody,rviCanopy,rviUnderstory,rviGround,rviWoody,rviTallWood,rviHerbs,rviCanUnd,rviTotalVeg,FLAG_PHABMET,COMMENT_PHABMET
NLA06608-0191,2007,1,NLA06608-0191+2007+1,NC,7/21/2007,YES,0,5.03,1.791368192,10,0.710117365,0.276776081,0.356136818,N,0,0,0.1,0.7,0.9,0.9,1,0.3,0.1,0.8,0.005128205,0.232532889,0.199634564,0.147093335,0.263464452,0.095758303,0.020408163,0.035980088,4.8,8,1.666666667,0.016216809,0.269385669,0.227543401,0.096577067,0.283953706,0.226493742,0.064536279,0.019536981,10,10,10,10,10,10,10,10,0.158631464,0.236406081,-0.019034038,0.045724118,0.174226109,0.369021596,0.396595997,Sand,Sand,0,1,0,0,0,BR,10,1,0,0,0,0,0,N,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0.6,0.9,0.7,0,0.6,0,0.1,0,0.2375,0.045,0.1275,0,0.05,0,0.005,1,0.465,0.42,0.46,0.045,0.46,0,0.321509029,0.015811388,0.183503709,0,0.074535599,0,0.015811388,10,10,10,10,10,10,10,10,10,0,0,0.5,0.4,0.1,0,0,0.5,0.4,0.1,10,10,0.9,0.9,0.4,0.9,0.9,0,0.7,0.9,0.23,0.295,0.02,0.38,0.321365079,0,0.121650794,0.556984127,0.208099869,0.254896493,0.025819889,0.259754157,0.365536857,0,0.213111682,0.355885521,10,10,10,10,10,10,10,10,0.525,0.4,0.435,1.285,0.905,0.075,0.925,1.36,,
NLA06608-0193,2007,1,NLA06608-0193+2007+1,WA,7/11/2007,YES,0,3.65,3.139532874,4,0.574031268,0.510482391,0.860145993,N,0,0,0.75,0.5,0.375,0.375,0.75,0.5,0,0.125,0.530102218,0.044848183,0.142297163,0.017297163,0.158296782,0.101060931,0,0.006097561,3.375,7,2.074074074,0.396298221,0.069264312,0.299499442,0.023998541,0.231390746,0.226075043,0,0.017246507,8,8,8,8,8,8,8,8,0.359526579,0.240619212,0.061181818,0.167764476,0.43379596,0.554774208,0.570243043,"Bedrock, Sand",Bedrock,0,0,1,0,0,GY,8,1,0,0,0,0,0,N,8,0,0,0.111111111,0.111111111,0,0,0.005555556,0.005555556,0,0,0,0.016666667,0.016666667,0,0.05,9,9,9,9,0.005555556,0.111111111,0.625,0.666666667,0.875,0.111111111,0.666666667,0.111111111,0.111111111,0.027777778,0.08125,0.033333333,0.09375,0.027777778,0.077777778,0.005555556,0.027777778,1,0.375,0.280555556,0.347222222,0.066666667,0.313888889,0.083333333,0.106695495,0.025,0.097970477,0.083333333,0.100346621,0.016666667,0.083333333,9,8,9,8,9,9,9,9,9,0,0,0.111111111,0.555555556,0.333333333,0,0,0.222222222,0.555555556,0.222222222,9,9,0.555555556,0.666666667,0.125,0.777777778,1,0,0.888888889,0.888888889,0.180555556,0.244444444,0.00625,0.35,0.591618258,0,0.0670416,0.341340141,0.227684602,0.250242938,0.01767767,0.3127499,0.318892459,0,0.028935841,0.304612249,9,9,8,9,9,9,9,9,0.441666667,0.355555556,0.272222222,1.019444444,0.791666667,0.05,0.797222222,1.069444444,,
NLA06608-0195,2007,1,NLA06608-0195+2007+1,ND,6/12/2007,YES,0,1.133333333,0.438748219,9,0.091080469,-0.268614152,0.387130782,N,0,0,0,0,0,0,0.222222222,1,0,0,0,0,0,0,0.012012012,0.987987988,0,0,1.222222222,2,1.636363636,0,0,0,0,0.023835597,0.023835597,0,0,9,9,9,9,9,9,9,9,-0.348516395,0.006556835,-0.351820729,-0.351820729,-0.351820729,-0.351820729,-0.336951225,Silt,Silt,0,1,0,0,0,BR,9,1,0,0,0,0,0,N,9,0.888888889,0,1,1,0.308333333,0,0.808333333,0.841666667,0.308333333,0.220439901,0,0.132287566,0.1,0,0.3,9,9,9,9,1.116666667,1,0.111111111,0,0.222222222,0,0.444444444,0,0,0.708333333,0.027777778,0,0.055555556,0,0.088888889,0,0,1,0.880555556,0.172222222,0.880555556,0,0.172222222,0.158113883,0.083333333,0,0.110239638,0,0.121906157,0,0,9,9,9,9,9,9,9,9,9,0,0,0,0,1,0,0,0,0,1,9,9,0,0,0,0,0.222222222,0.888888889,1,0.111111111,0,0,0,0,0.153323134,0.177172293,0.648540212,0.020964361,0,0,0,0,0.330069146,0.171950879,0.339997506,0.062893082,9,9,9,9,9,9,9,9,0,0,0.983333333,0.027777778,0,0.713888889,0,0.741666667,,
NLA06608-0196,2007,1,NLA06608-0196+2007+1,IL,6/21/2007,YES,0,1.06,0.596657356,10,0.064457989,-0.156980773,0.562884298,N,0.4,0.4,0,0,0.2,0.3,0.7,0.9,0.9,0.333333333,0,0,0.011119691,0.036071742,0.076738921,0.659278626,0.12727843,0.099458433,3.3,6,1.818181818,0,0,0.02345367,0.084426141,0.097530431,0.281355273,0.150995833,0.208985103,10,10,10,10,10,10,10,9,-0.254800536,0.148052962,-0.351820729,-0.336951225,-0.310146754,-0.233101116,-0.185409664,"Silt, Organic",Silt,0.7,0.3,0,0,0,BL,10,0.555555556,0.444444444,0,0,0,0,N,9,0.2,0.2,0.6,0.8,0.01,0.01,0.175,0.185,0.02,0.021081851,0.021081851,0.232139805,0.224598407,0.2,0.575,10,10,10,10,0.195,0.3,0.1,0.5,0,0,0.3,0,0.3,0.075,0.005,0.065,0,0,0.015,0,0.075,0.9,0.235,0.095,0.16,0.065,0.085,0.120761473,0.015811388,0.100138793,0,0,0.024152295,0,0.120761473,10,10,10,10,10,10,10,10,10,0,0,0.7,0.1,0.2,0,0,0.6,0.2,0.2,10,10,0.888888889,0.444444444,0.875,0.75,0.6,0.1,1,0.7,0.308333333,0.161111111,0.228125,0.209375,0.126186545,0.005405405,0.805463724,0.062944325,0.220439901,0.248152899,0.309791837,0.226754075,0.171519888,0.017093393,0.156367805,0.088527423,9,9,8,8,10,10,10,10,0.469444444,0.405555556,0.785,0.6525,0.663888889,0.915,0.7875,1.5675,,
NLA06608-0198,2007,1,NLA06608-0198+2007+1,MA,7/24/2007,YES,0,0.88,0.269979423,10,-0.008773924,-0.431822429,0.306794799,N,0,0,0,0,0.6,0.8,1,0.1,0,0.2,0,0,0.11626698,0.202747434,0.664729332,0.005128205,0,0.011128049,2.7,5,1.851851852,0,0,0.160582672,0.197343391,0.338946806,0.016216809,0,0.023681806,10,10,10,10,10,10,10,10,0.024255329,0.115272511,-0.076734896,-0.076734896,-0.011063829,0.149736422,0.157555895,Sand,Sand,0,1,0,0,0,BR,10,1,0,0,0,0,0,N,10,0,0,0.8,0.8,0,0,0.225,0.225,0,0,0,0.213437475,0.213437475,0.2,0.575,10,10,10,10,0.225,0,0,0,0.1,0.4,0.8,0.1,0.1,0,0,0,0.025,0.02,0.1325,0.005,0.005,0.8,0.1875,0.1625,0.1825,0.025,0.1775,0,0,0,0.079056942,0.025819889,0.180296823,0.015811388,0.015811388,10,10,10,10,10,10,10,10,10,0,0,0.2,0.8,0,0,0,0.7,0,0.3,10,10,0.2,1,0.9,1,0.4,0,0.7,0.8,0.01,0.3075,0.085,0.32,0.238311688,0,0.274025974,0.387662338,0.021081851,0.201056239,0.088349055,0.234165184,0.3178216,0,0.234881898,0.379511368,10,10,10,10,10,10,10,10,0.3175,0.405,0.155,0.6975,0.6375,0.18,0.7225,0.8775,,
NLA06608-0201,2007,1,NLA06608-0201+2007+1,CA,9/18/2007,YES,0,2.22,1.085049922,10,0.365487985,0.073736646,0.488761226,N,0,0,0.1,0.7,0.9,1,1,1,0.3,0.5,0.003389831,0.064294693,0.232274948,0.17883336,0.226910592,0.207420959,0.056069519,0.030806098,5.5,8,1.454545455,0.010719585,0.091725626,0.218396685,0.130838696,0.135517237,0.162736255,0.123850764,0.053435498,10,10,10,10,10,10,10,10,0.04760314,0.198081106,-0.210108707,-0.127587662,0.047572981,0.198785415,0.296953057,"Gravel, Sand, Silt",Cobble,0,1,0,0,0,BR,10,1,0,0,0,0,0,N,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0.7,0.1,0.3,0,0,0.8,0.1,0,0.095,0.005,0.035,0,0,0.12,0.005,1,0.26,0.135,0.255,0.125,0.135,0,0.109163486,0.015811388,0.078351062,0,0,0.113529242,0.015811388,10,10,10,10,10,10,10,10,10,0,0,0,0,1,0,0,0,0,1,10,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,,
NLA06608-0203,2007,1,NLA06608-0203+2007+1,AL,,NOT DONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLA06608-0204,2007,1,NLA06608-0204+2007+1,OK,9/12/2007,YES,0,1.43,0.813838641,10,0.184691431,-0.039130482,0.569117931,N,0,0,0,0.1,0.4,0.6,0.8,0.8,0.5,0.1,0,0.05,0.089416667,0.144674056,0.287344259,0.394259094,0.029177719,0.005128205,3.3,7,2.121212121,0,0.158113883,0.173538007,0.195029602,0.295156355,0.41934863,0.031426526,0.016216809,10,10,10,10,10,10,10,10,-0.088647977,0.254830019,-0.336951225,-0.336951225,-0.109665877,0.061970899,0.1183891,"Sand, Silt",Silt,0,0.2,0,0.8,0,RD,10,0.7,0.3,0,0,0,0,N,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0.2,0.1,0.5,0,0,0.6,0,0.1,0.01,0.025,0.0775,0,0,0.05,0,0.005,0.8,0.1675,0.08,0.1625,0.0775,0.1525,0.021081851,0.079056942,0.176560503,0,0,0.074535599,0,0.015811388,10,10,10,10,10,10,10,10,10,0,0,0,0,1,0,0,0.9,0,0.1,10,10,0,0,0.6,0.7,0.4,0,1,0.7,0,0,0.175,0.18,0.079100529,0,0.750889851,0.17000962,0,0,0.232139805,0.228461035,0.155924898,0,0.176525677,0.172508127,10,10,10,10,10,10,10,10,0,0.355,0.6875,0.3275,0.18,0.715,0.355,1.0425,,
NLA06608-0207,2007,1,NLA06608-0207+2007+1,GA,7/18/2007,YES,0,1.655064,0.823530518,10,0.244292958,-0.034548749,0.49758228,N,0,0,0,0.2,0.1,0.1,0.6,1,0.7,0.5,0,0.011579818,0.006451613,0.006451613,0.042466939,0.848483754,0.05083014,0.033736123,3.2,7,2.1875,0,0.024610878,0.020401791,0.020401791,0.036668656,0.069038392,0.035135129,0.036109418,10,10,10,10,10,10,10,10,-0.321009684,0.044922209,-0.351820729,-0.351820729,-0.329813862,-0.329813862,-0.305776365,Silt,Silt,0.6,0.4,0,0,0,BL,10,1,0,0,0,0,0,N,10,1,1,1,1,0.09,0.315,0.42,0.44,0.405,0.084327404,0.137032032,0.287421487,0.264889914,0.325,0.625,10,10,10,10,0.825,1,0.2,0.8,0,0,0,0.1,0,0.6625,0.01,0.06,0,0,0,0.005,0,1,0.7375,0.01,0.7375,0.065,0.07,0.207916249,0.021081851,0.06992059,0,0,0,0.015811388,0,10,10,10,10,10,10,10,10,10,0,0,0,0.7,0.3,0,0,0.8,0,0.2,10,10,0.7,0.5,0.8,0.8,0.5,0.1,1,0.9,0.1875,0.045,0.1,0.04,0.074883637,0.0125,0.85339493,0.059221434,0.180758433,0.076194196,0.105409255,0.021081851,0.102506494,0.039528471,0.131684055,0.031467157,10,10,10,10,10,10,10,10,0.2325,0.14,0.7725,0.3175,0.2725,0.8225,0.3725,1.14,,
NLA06608-0207,2007,1,NLA06608-0207+2007+1,GA,7/18/2007,YES,0,1.655064,0.823530518,10,0.244292958,-0.034548749,0.49758228,N,0,0,0,0.2,0.1,0.1,0.6,1,0.7,0.5,0,0.011579818,0.006451613,0.006451613,0.042466939,0.848483754,0.05083014,0.033736123,3.2,7,2.1875,0,0.024610878,0.020401791,0.020401791,0.036668656,0.069038392,0.035135129,0.036109418,10,10,10,10,10,10,10,10,-0.321009684,0.044922209,-0.351820729,-0.351820729,-0.329813862,-0.329813862,-0.305776365,Silt,Silt,0.6,0.4,0,0,0,BL,10,1,0,0,0,0,0,N,10,1,1,1,1,0.09,0.315,0.42,0.44,0.405,0.084327404,0.137032032,0.287421487,0.264889914,0.325,0.625,10,10,10,10,0.825,1,0.2,0.8,0,0,0,0.1,0,0.6625,0.01,0.06,0,0,0,0.005,0,1,0.7375,0.01,0.7375,0.065,0.07,0.207916249,0.021081851,0.06992059,0,0,0,0.015811388,0,10,10,10,10,10,10,10,10,10,0,0,0,0.7,0.3,0,0,0.8,0,0.2,10,10,0.7,0.5,0.8,0.8,0.5,0.1,1,0.9,0.1875,0.045,0.1,0.04,0.074883637,0.0125,0.85339493,0.059221434,0.180758433,0.076194196,0.105409255,0.021081851,0.102506494,0.039528471,0.131684055,0.031467157,10,10,10,10,10,10,10,10,0.2325,0.14,0.7725,0.3175,0.2725,0.8225,0.3725,1.14,,
NLA06608-0207,2007,2,NLA06608-0207+2007+2,GA,9/5/2007,YES,0,1.496568,0.800959913,10,0.20318742,-0.045294532,0.535197808,N,0,0,0,0.2,0.1,0.2,0.4,1,0.9,0.9,0,0.012957158,0.006060606,0.012957158,0.024603914,0.763655415,0.056832682,0.122933068,3.7,7,1.891891892,0,0.027387056,0.019165319,0.027387056,0.032150066,0.1049373,0.021933085,0.107558455,10,10,10,10,10,10,10,10,-0.319454983,0.052280894,-0.351820729,-0.351820729,-0.340817296,-0.329813862,-0.237729135,Silt,Silt,0,0.2,0.8,0,0,GY,10,1,0,0,0,0,0,N,10,1,1,1,1,0.23,0.4575,0.2625,0.49,0.6875,0.063245553,0.196867835,0.126518554,0.185292561,0,0.425,10,10,10,10,0.95,1,0.2,0.8,0,0,0,0,0,0.49,0.01,0.08,0,0,0,0,0,1,0.58,0.01,0.58,0.08,0.09,0.185292561,0.021081851,0.091893658,0,0,0,0,0,10,10,10,10,10,10,10,10,10,0,0.1,0.1,0.5,0.3,0,0,0.3,0.1,0.6,10,10,0.7,0.3,0.4,0.4,0.8,0,1,0.8,0.1475,0.015,0.1975,0.02,0.12767292,0,0.803320827,0.069006253,0.185011261,0.024152295,0.27168456,0.025819889,0.143058352,0,0.145733853,0.04190183,10,10,10,10,10,10,10,10,0.1625,0.2175,0.55,0.2225,0.1825,0.7075,0.38,0.93,,
NLA06608-0207,2007,2,NLA06608-0207+2007+2,GA,9/5/2007,YES,0,1.496568,0.800959913,10,0.20318742,-0.045294532,0.535197808,N,0,0,0,0.2,0.1,0.2,0.4,1,0.9,0.9,0,0.012957158,0.006060606,0.012957158,0.024603914,0.763655415,0.056832682,0.122933068,3.7,7,1.891891892,0,0.027387056,0.019165319,0.027387056,0.032150066,0.1049373,0.021933085,0.107558455,10,10,10,10,10,10,10,10,-0.319454983,0.052280894,-0.351820729,-0.351820729,-0.340817296,-0.329813862,-0.237729135,Silt,Silt,0,0.2,0.8,0,0,GY,10,1,0,0,0,0,0,N,10,1,1,1,1,0.23,0.4575,0.2625,0.49,0.6875,0.063245553,0.196867835,0.126518554,0.185292561,0,0.425,10,10,10,10,0.95,1,0.2,0.8,0,0,0,0,0,0.49,0.01,0.08,0,0,0,0,0,1,0.58,0.01,0.58,0.08,0.09,0.185292561,0.021081851,0.091893658,0,0,0,0,0,10,10,10,10,10,10,10,10,10,0,0.1,0.1,0.5,0.3,0,0,0.3,0.1,0.6,10,10,0.7,0.3,0.4,0.4,0.8,0,1,0.8,0.1475,0.015,0.1975,0.02,0.12767292,0,0.803320827,0.069006253,0.185011261,0.024152295,0.27168456,0.025819889,0.143058352,0,0.145733853,0.04190183,10,10,10,10,10,10,10,10,0.1625,0.2175,0.55,0.2225,0.1825,0.7075,0.38,0.93,,
NLA06608-0208,2007,1,NLA06608-0208+2007+1,AR,9/6/2007,YES,0,0.87,0.316403399,10,-0.013228266,-0.380485734,0.363682068,N,0.111111111,0.111111111,0,0.8,0.9,0.9,0.7,0.9,0.3,0.6,0,0.0320002,0.341933924,0.303079853,0.046730878,0.234559878,0.015311653,0.026383613,5.1,7,1.37254902,0,0.018018897,0.183639991,0.1365579,0.062173782,0.277037353,0.024722964,0.023580627,10,10,10,10,10,10,10,10,0.105387792,0.195532768,-0.122785938,0.049617642,0.157083978,0.247861486,0.272848245,"Cobble, Gravel, Silt",Cobble,0,0.9,0.1,0,0,BR,10,1,0,0,0,0,0,N,10,0.1,0,0,0.1,0.005,0,0,0.005,0.005,0.015811388,0,0,0.015811388,0,0.025,10,10,10,10,0.005,0.4,0.8,1,0.8,0.1,1,0,0.1,0.0725,0.04,0.09,0.08,0.005,0.07,0,0.005,1,0.3625,0.195,0.3575,0.095,0.285,0.178126827,0.021081851,0.084327404,0.091893658,0.015811388,0.063245553,0,0.015811388,10,10,10,10,10,10,10,10,10,0,0,0.2,0,0.8,0,0,0.9,0,0.1,10,10,0.1,0.2,0.4,0.9,0.9,0.2,1,1,0.005,0.03,0.02,0.17,0.07047282,0.095148995,0.514791036,0.319587149,0.015811388,0.078881064,0.025819889,0.223544676,0.077605077,0.282406271,0.278186672,0.256776956,10,10,10,10,10,10,10,10,0.035,0.19,0.895,0.51,0.205,0.5175,0.225,1.0275,,
NLA06608-0209,2007,1,NLA06608-0209+2007+1,WA,7/19/2007,YES,0,3.26968,2.538695475,10,0.52758866,0.421389272,0.776435454,N,0,0,0,0.4,0.6,0.8,0.9,0.8,0.3,0.3,0,0.022756733,0.17321843,0.186337711,0.368423888,0.198350919,0.032617592,0.018294728,4.1,7,1.707317073,0,0.031584774,0.26420824,0.170795598,0.247841843,0.237962802,0.067792027,0.030408491,10,10,10,10,10,10,10,10,-0.004592404,0.176696865,-0.098741763,-0.085910305,-0.024655778,0.081268349,0.187345233,Sand,Sand,0,0.4,0.6,0,0,GY,10,1,0,0,0,0,0,N,10,0.3,0.2,0.7,0.7,0.0675,0.03,0.18,0.2325,0.0975,0.179524836,0.078881064,0.228461035,0.254146174,0.575,0.575,10,10,10,10,0.2775,0.7,0.3,0.4,0.3,0.2,0.4,0.4,0.7,0.2,0.015,0.02,0.015,0.01,0.02,0.02,0.075,1,0.375,0.125,0.3,0.05,0.08,0.22453656,0.024152295,0.025819889,0.024152295,0.021081851,0.025819889,0.025819889,0.095014619,10,10,10,10,10,10,10,10,10,0,0.2,0.5,0.2,0.1,0,0,0.7,0.3,0,10,10,0.6,0.9,0.9,1,0.8,0.2,1,1,0.03,0.1375,0.09,0.2725,0.313058928,0.011378205,0.271120011,0.404442857,0.025819889,0.176874877,0.144913767,0.252611362,0.276426238,0.02413265,0.209838873,0.343994917,10,10,10,10,10,10,10,10,0.1675,0.3775,0.7525,0.86,0.4475,0.4275,0.545,1.2875,,
NLA06608-0209,2007,1,NLA06608-0209+2007+1,WA,7/19/2007,YES,0,3.26968,2.538695475,10,0.52758866,0.421389272,0.776435454,N,0,0,0,0.4,0.6,0.8,0.9,0.8,0.3,0.3,0,0.022756733,0.17321843,0.186337711,0.368423888,0.198350919,0.032617592,0.018294728,4.1,7,1.707317073,0,0.031584774,0.26420824,0.170795598,0.247841843,0.237962802,0.067792027,0.030408491,10,10,10,10,10,10,10,10,-0.004592404,0.176696865,-0.098741763,-0.085910305,-0.024655778,0.081268349,0.187345233,Sand,Sand,0,0.4,0.6,0,0,GY,10,1,0,0,0,0,0,N,10,0.3,0.2,0.7,0.7,0.0675,0.03,0.18,0.2325,0.0975,0.179524836,0.078881064,0.228461035,0.254146174,0.575,0.575,10,10,10,10,0.2775,0.7,0.3,0.4,0.3,0.2,0.4,0.4,0.7,0.2,0.015,0.02,0.015,0.01,0.02,0.02,0.075,1,0.375,0.125,0.3,0.05,0.08,0.22453656,0.024152295,0.025819889,0.024152295,0.021081851,0.025819889,0.025819889,0.095014619,10,10,10,10,10,10,10,10,10,0,0.2,0.5,0.2,0.1,0,0,0.7,0.3,0,10,10,0.6,0.9,0.9,1,0.8,0.2,1,1,0.03,0.1375,0.09,0.2725,0.313058928,0.011378205,0.271120011,0.404442857,0.025819889,0.176874877,0.144913767,0.252611362,0.276426238,0.02413265,0.209838873,0.343994917,10,10,10,10,10,10,10,10,0.1675,0.3775,0.7525,0.86,0.4475,0.4275,0.545,1.2875,,
NLA06608-0209,2007,2,NLA06608-0209+2007+2,WA,9/27/2007,YES,0,2.67,1.298760092,10,0.442479769,0.145743233,0.486427001,N,0.2,0.2,0,0.2,0.7,1,1,0,0,0,0,0.00984985,0.122427819,0.266742639,0.600979693,0,0,0,2.9,4,1.379310345,0,0.020888471,0.166435636,0.181414912,0.319893152,0,0,0,10,10,10,10,10,10,10,10,0.048540809,0.108893031,-0.063095127,-0.041893155,0.020425608,0.149736422,0.172775633,"Gravel, Sand",Sand,0,0.1,0.9,0,0,GY,10,1,0,0,0,0,0,N,10,0.1,0.2,1,1,0.005,0.01,0.36,0.36,0.015,0.015811388,0.021081851,0.194793338,0.194793338,0.325,0.425,10,10,10,10,0.375,1,0,0,0,0,0.5,0,0.9,0.36,0,0,0,0,0.025,0,0.085,1,0.47,0.11,0.385,0,0.025,0.194793338,0,0,0,0,0.026352314,0,0.088349055,10,10,10,10,10,10,10,10,10,0,0.1,0.5,0.4,0,0,0,0.5,0.3,0.2,10,10,1,0.9,1,1,1,0,1,1,0.1825,0.085,0.087222222,0.202777778,0.272050725,0,0.53327697,0.194672305,0.169987745,0.088349055,0.078743998,0.225154268,0.239095004,0,0.250360031,0.195839946,10,10,10,10,10,10,10,10,0.2675,0.3025,0.7175,0.6625,0.48,0.625,0.57,1.2875,,
NLA06608-0209,2007,2,NLA06608-0209+2007+2,WA,9/27/2007,YES,0,2.67,1.298760092,10,0.442479769,0.145743233,0.486427001,N,0.2,0.2,0,0.2,0.7,1,1,0,0,0,0,0.00984985,0.122427819,0.266742639,0.600979693,0,0,0,2.9,4,1.379310345,0,0.020888471,0.166435636,0.181414912,0.319893152,0,0,0,10,10,10,10,10,10,10,10,0.048540809,0.108893031,-0.063095127,-0.041893155,0.020425608,0.149736422,0.172775633,"Gravel, Sand",Sand,0,0.1,0.9,0,0,GY,10,1,0,0,0,0,0,N,10,0.1,0.2,1,1,0.005,0.01,0.36,0.36,0.015,0.015811388,0.021081851,0.194793338,0.194793338,0.325,0.425,10,10,10,10,0.375,1,0,0,0,0,0.5,0,0.9,0.36,0,0,0,0,0.025,0,0.085,1,0.47,0.11,0.385,0,0.025,0.194793338,0,0,0,0,0.026352314,0,0.088349055,10,10,10,10,10,10,10,10,10,0,0.1,0.5,0.4,0,0,0,0.5,0.3,0.2,10,10,1,0.9,1,1,1,0,1,1,0.1825,0.085,0.087222222,0.202777778,0.272050725,0,0.53327697,0.194672305,0.169987745,0.088349055,0.078743998,0.225154268,0.239095004,0,0.250360031,0.195839946,10,10,10,10,10,10,10,10,0.2675,0.3025,0.7175,0.6625,0.48,0.625,0.57,1.2875,,
NLA06608-0211,2007,1,NLA06608-0211+2007+1,MN,8/7/2007,YES,0,0.67,0.156702124,10,-0.113509275,-0.590570538,0.233883767,A,0.9,0.9,0,0,0,0,0,1,1,0.2,0,0,0,0,0,0.46409047,0.51388572,0.02202381,2.2,3,1.363636364,0,0,0,0,0,0.264766447,0.267057683,0.056542397,10,10,10,10,10,10,10,10,-0.351820729,0,-0.351820729,-0.351820729,-0.351820729,-0.351820729,-0.351820729,"Silt, Organic",Organic,0,0.9,0.1,0,0,BR,10,0.6,0,0,0.4,0,0,N,10,1,0.2,1,1,0.1825,0.01,0.4625,0.5775,0.1925,0.169987745,0.021081851,0.335254878,0.306741386,0.625,0.725,10,10,10,10,0.655,1,0,0.4,0,0,0.2,0,0,0.5775,0,0.04,0,0,0.03,0,0,1,0.6475,0.03,0.6475,0.04,0.07,0.306741386,0,0.077459667,0,0,0.078881064,0,0,10,10,10,10,10,10,10,10,10,0,0,0.7,0,0.3,0,0,1,0,0,10,10,0.6,0.6,1,0.8,0.1,0.7,1,0.3,0.05,0.1225,0.532155172,0.325344828,0.033333333,0.268013468,0.607912458,0.090740741,0.074535599,0.186506628,0.339278154,0.358532077,0.105409255,0.228723391,0.200754311,0.177719898,10,10,10,10,10,10,10,10,0.1725,0.9175,1.0175,0.5675,0.5325,1.135,1.09,1.7025,,
