SITE_ID,YEAR,VISIT_NO,UID,ST,SITE_TYPE,LAKE_SAMP,SAMPLED_PHAB,DATEPHAB,AREA_HA,WSA_ECO3,WSA_ECO9,CLASSP,EcoP6,ssiBedBld,ssiNATBedBld,rviLowWood,RVegQ_7,RVegQ_8,L_RVegQ_8,LRCVQ_7A,LRCVQ_7B,LRCVQ_7C,LRCVQ_7D,LRCVQ_8D,L_LRCVQ_8D,ElevXLat,ElevDLat,ElevXLon,XER,XER_X_Elev,WMT,RDisIXAgAdj5,RDisIXAgAdj4,RDisIXAgAdj3,RDisIXAgAdj2,RDis_InEx,RDis_IX,RvegQ_Var,RVegQ,LogRVegQ,Pre3A_L_RVegQ_8,Adj3A_L_RVegQ_8,LOE_RVQ_west,LitCvrQ_Var,LitCvrQ,LogLitCvrQ,Pre3A_L_LitCvrQ,Adj3A_L_LitCvrQ,LOE_LitCv_west,LitRipCVQ_Var,LitRipCVQ,LogLitRipCvQ,Pre3A_L_LRCvQ_8D,Adj3A_L_LRCvQ_8D,LOE_LitRipCv_west,RVeg_OE,LitCvr_OE,LitRipCvr_OE
NLA06608-0004,2007,1,NLA06608-0004+2007+1,CO,PROB_Lake,Target_Sampled,YES,7/10/2007,65.38630923,WMTNS,WMT,S,WEST,0.062162162,0,0.12728836,0.039070805,0.073851351,-1.076489934,0.163285403,0.091410403,0.11915724,0.074573907,0.09196418,-0.991552371,82805.65779,59.14292732,-239908.6965,0,0,1,0.514864865,0.498484848,0.477586207,0.45,0.411904762,0.514864865,RVegQ_8,0.073851351,-1.076489934,-0.710016342,-0.366473592,-0.366473592,LITCVR_D,0.110077008,-0.920540143,-1.135349,0.214808857,0.214808857,LRCVQ_8D,0.09196418,-0.991552371,-0.848626011,-0.14292636,-0.14292636,0.430057383,1.63986787,0.71957098
NLA06608-0004,2007,2,NLA06608-0004+2007+2,CO,PROB_Lake,Target_Sampled,YES,9/11/2007,65.38630923,WMTNS,WMT,S,WEST,0.016666667,0,0.159021249,0.096840048,0.072952703,-1.08116946,0.168420024,0.108420024,0.095020684,0.056131795,0.044188123,-1.266095896,82805.83483,59.14280087,-239908.8957,0,0,1,0.6,0.585057471,0.564864865,0.536065574,0.491666667,0.6,RVegQ_8,0.072952703,-1.08116946,-0.710015334,-0.371154126,-0.371154126,LITCVR_D,0.015423542,-1.594763938,-1.135349,-0.459414938,-0.459414938,LRCVQ_8D,0.044188123,-1.266095896,-0.848625347,-0.417470549,-0.417470549,0.425447401,0.347204274,0.382410185
NLA06608-0004,2007,2,NLA06608-0004+2007+2,CO,PROB_Lake,Target_Sampled,YES,9/11/2007,65.38630923,WMTNS,WMT,S,WEST,0.016666667,0,0.159021249,0.096840048,0.072952703,-1.08116946,0.168420024,0.108420024,0.095020684,0.056131795,0.044188123,-1.266095896,82805.83483,59.14280087,-239908.8957,0,0,1,0.6,0.585057471,0.564864865,0.536065574,0.491666667,0.6,RVegQ_8,0.072952703,-1.08116946,-0.710015334,-0.371154126,-0.371154126,LITCVR_D,0.015423542,-1.594763938,-1.135349,-0.459414938,-0.459414938,LRCVQ_8D,0.044188123,-1.266095896,-0.848625347,-0.417470549,-0.417470549,0.425447401,0.347204274,0.382410185
NLA06608-0005,2007,1,NLA06608-0005+2007+1,ID,PROB_Lake,Target_Sampled,YES,7/18/2007,19.48761255,WMTNS,WMT,R,WEST,0.020833333,0.020833333,0.527687031,0.166124866,0.349136905,-0.444739965,0.294312433,0.232165694,0.191540514,0.15334607,0.244852089,-0.593711801,93920.15924,48.66946603,-245531.4905,0,0,1,0.264285714,0.264285714,0.264285714,0.264285714,0.264285714,0.264285714,RVegQ_8,0.349136905,-0.444739965,-0.625200852,0.180460887,0.180460887,LITCVR_D,0.140567274,-0.822269412,-1.129874,0.307604588,0.307604588,LRCVQ_8D,0.244852089,-0.593711801,-0.791733466,0.198021665,0.198021665,1.515168341,2.030507453,1.57768997
NLA06608-0005,2007,1,NLA06608-0005+2007+1,ID,PROB_Lake,Target_Sampled,YES,7/18/2007,19.48761255,WMTNS,WMT,R,WEST,0.020833333,0.020833333,0.527687031,0.166124866,0.349136905,-0.444739965,0.294312433,0.232165694,0.191540514,0.15334607,0.244852089,-0.593711801,93920.15924,48.66946603,-245531.4905,0,0,1,0.264285714,0.264285714,0.264285714,0.264285714,0.264285714,0.264285714,RVegQ_8,0.349136905,-0.444739965,-0.625200852,0.180460887,0.180460887,LITCVR_D,0.140567274,-0.822269412,-1.129874,0.307604588,0.307604588,LRCVQ_8D,0.244852089,-0.593711801,-0.791733466,0.198021665,0.198021665,1.515168341,2.030507453,1.57768997
NLA06608-0005,2007,2,NLA06608-0005+2007+2,ID,PROB_Lake,Target_Sampled,YES,8/22/2007,19.48761255,WMTNS,WMT,R,WEST,0.011269841,0.011269841,0.402941999,0.124560248,0.283034441,-0.533081332,0.157280124,0.157606211,0.128031068,0.109697735,0.188934832,-0.701289168,93920.26614,48.66941064,-245531.7043,0,0,1,0.37972973,0.37972973,0.37972973,0.37972973,0.37972973,0.37972973,RVegQ_8,0.283034441,-0.533081332,-0.625200222,0.09211889,0.09211889,LITCVR_D,0.094835223,-0.979492778,-1.129874,0.150381222,0.150381222,LRCVQ_8D,0.188934832,-0.701289168,-0.791733051,0.090443883,0.090443883,1.236285825,1.413778009,1.231526844
NLA06608-0005,2007,2,NLA06608-0005+2007+2,ID,PROB_Lake,Target_Sampled,YES,8/22/2007,19.48761255,WMTNS,WMT,R,WEST,0.011269841,0.011269841,0.402941999,0.124560248,0.283034441,-0.533081332,0.157280124,0.157606211,0.128031068,0.109697735,0.188934832,-0.701289168,93920.26614,48.66941064,-245531.7043,0,0,1,0.37972973,0.37972973,0.37972973,0.37972973,0.37972973,0.37972973,RVegQ_8,0.283034441,-0.533081332,-0.625200222,0.09211889,0.09211889,LITCVR_D,0.094835223,-0.979492778,-1.129874,0.150381222,0.150381222,LRCVQ_8D,0.188934832,-0.701289168,-0.791733051,0.090443883,0.090443883,1.236285825,1.413778009,1.231526844
NLA06608-0006,2007,1,NLA06608-0006+2007+1,CT,PROB_Lake,Target_Sampled,YES,7/17/2007,56.19974819,EHIGH,NAP,R,NAP,0.169711159,0,0.459388889,0.13972619,0.268680556,-0.554893332,0.321113095,0.271575052,0.210938393,0.164410615,0.228887798,-0.621806033,8283.156675,4.768902008,-14537.53496,0,0,0,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,RVegQ_2,0.148472222,-0.800046852,,,,LITCVR_D,0.18909504,-0.700939559,,,,LRCVQ_2D,0.168783631,-0.747672246,,,,0.553401999,1.290310747,0.787825014
NLA06608-0006,2007,1,NLA06608-0006+2007+1,CT,PROB_Lake,Target_Sampled,YES,7/17/2007,56.19974819,EHIGH,NAP,R,NAP,0.169711159,0,0.459388889,0.13972619,0.268680556,-0.554893332,0.321113095,0.271575052,0.210938393,0.164410615,0.228887798,-0.621806033,8283.156675,4.768902008,-14537.53496,0,0,0,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,RVegQ_2,0.148472222,-0.800046852,,,,LITCVR_D,0.18909504,-0.700939559,,,,LRCVQ_2D,0.168783631,-0.747672246,,,,0.553401999,1.290310747,0.787825014
NLA06608-0006,2007,2,NLA06608-0006+2007+2,CT,PROB_Lake,Target_Sampled,YES,8/30/2007,56.19974819,EHIGH,NAP,R,NAP,0.180747915,0,0.799882155,0.228537759,0.35875,-0.433267971,0.330518879,0.231089531,0.195999699,0.162527477,0.227633598,-0.624092157,8283.19245,4.768881411,-14537.54291,0,0,0,0.316666667,0.316666667,0.316666667,0.316666667,0.316666667,0.316666667,RVegQ_2,0.2675,-0.556737013,,,,LITCVR_D,0.096517195,-0.972580278,,,,LRCVQ_2D,0.182008598,-0.716679324,,,,0.997055425,0.658595668,0.849554694
NLA06608-0006,2007,2,NLA06608-0006+2007+2,CT,PROB_Lake,Target_Sampled,YES,8/30/2007,56.19974819,EHIGH,NAP,R,NAP,0.180747915,0,0.799882155,0.228537759,0.35875,-0.433267971,0.330518879,0.231089531,0.195999699,0.162527477,0.227633598,-0.624092157,8283.19245,4.768881411,-14537.54291,0,0,0,0.316666667,0.316666667,0.316666667,0.316666667,0.316666667,0.316666667,RVegQ_2,0.2675,-0.556737013,,,,LITCVR_D,0.096517195,-0.972580278,,,,LRCVQ_2D,0.182008598,-0.716679324,,,,0.997055425,0.658595668,0.849554694
NLA06608-0007,2007,1,NLA06608-0007+2007+1,WI,PROB_Lake,Target_Sampled,YES,7/24/2007,25.4747633,PLNLOW,UMW,R,UMW,0.011317829,0.011317829,0.463789424,0.135075367,0.307611509,-0.498103769,0.287537683,0.22536377,0.191181917,0.133959695,0.220227766,-0.6378423,17815.83305,8.575043289,-35974.97172,0,0,0,0.386842105,0.386842105,0.386842105,0.386842105,0.386842105,0.386842105,RVegQ_2,0.209564103,-0.658438663,,,,LITCVR_D,0.132844024,-0.845137925,,,,LRCVQ_2D,0.171204063,-0.741832069,,,,0.830252774,0.787317155,0.77643566
NLA06608-0007,2007,1,NLA06608-0007+2007+1,WI,PROB_Lake,Target_Sampled,YES,7/24/2007,25.4747633,PLNLOW,UMW,R,UMW,0.011317829,0.011317829,0.463789424,0.135075367,0.307611509,-0.498103769,0.287537683,0.22536377,0.191181917,0.133959695,0.220227766,-0.6378423,17815.83305,8.575043289,-35974.97172,0,0,0,0.386842105,0.386842105,0.386842105,0.386842105,0.386842105,0.386842105,RVegQ_2,0.209564103,-0.658438663,,,,LITCVR_D,0.132844024,-0.845137925,,,,LRCVQ_2D,0.171204063,-0.741832069,,,,0.830252774,0.787317155,0.77643566
NLA06608-0007,2007,2,NLA06608-0007+2007+2,WI,PROB_Lake,Target_Sampled,YES,9/6/2007,25.4747633,PLNLOW,UMW,R,UMW,0,0,0.629406889,0.17983054,0.383,-0.40560745,0.34116527,0.21554027,0.197592663,0.124953774,0.226538504,-0.626098155,17815.61612,8.575147701,-35974.97172,0,0,0,0.456097561,0.456097561,0.456097561,0.456097561,0.456097561,0.456097561,RVegQ_2,0.266,-0.559090918,,,,LITCVR_D,0.070077008,-1.096492164,,,,LRCVQ_2D,0.168038504,-0.749486064,,,,1.053840973,0.41532038,0.762079383
NLA06608-0007,2007,2,NLA06608-0007+2007+2,WI,PROB_Lake,Target_Sampled,YES,9/6/2007,25.4747633,PLNLOW,UMW,R,UMW,0,0,0.629406889,0.17983054,0.383,-0.40560745,0.34116527,0.21554027,0.197592663,0.124953774,0.226538504,-0.626098155,17815.61612,8.575147701,-35974.97172,0,0,0,0.456097561,0.456097561,0.456097561,0.456097561,0.456097561,0.456097561,RVegQ_2,0.266,-0.559090918,,,,LITCVR_D,0.070077008,-1.096492164,,,,LRCVQ_2D,0.168038504,-0.749486064,,,,1.053840973,0.41532038,0.762079383
NLA06608-0008,2007,1,NLA06608-0008+2007+1,IA,PROB_Lake,Target_Sampled,YES,7/12/2007,48.7370362,PLNLOW,TPL,S,CENPL,0.072165899,0.072165899,0.691968218,0.238340727,0.361609236,-0.429913501,0.349170364,0.23851819,0.212211929,0.149711929,0.211346183,-0.654927963,10800.54477,6.334276193,-24480.91483,0,0,0,0.46744186,0.46744186,0.46744186,0.46744186,0.46744186,0.46744186,RVegQ_7,0.238340727,-0.604952052,,,,LITCVR_D,0.06108313,-1.148233457,,,,LRCVQ_7D,0.149711929,-0.796662646,,,,1.357370733,0.53581693,0.978253584
NLA06608-0008,2007,1,NLA06608-0008+2007+1,IA,PROB_Lake,Target_Sampled,YES,7/12/2007,48.7370362,PLNLOW,TPL,S,CENPL,0.072165899,0.072165899,0.691968218,0.238340727,0.361609236,-0.429913501,0.349170364,0.23851819,0.212211929,0.149711929,0.211346183,-0.654927963,10800.54477,6.334276193,-24480.91483,0,0,0,0.46744186,0.46744186,0.46744186,0.46744186,0.46744186,0.46744186,RVegQ_7,0.238340727,-0.604952052,,,,LITCVR_D,0.06108313,-1.148233457,,,,LRCVQ_7D,0.149711929,-0.796662646,,,,1.357370733,0.53581693,0.978253584
NLA06608-0008,2007,2,NLA06608-0008+2007+2,IA,PROB_Lake,Target_Sampled,YES,8/22/2007,48.7370362,PLNLOW,TPL,S,CENPL,0.033976834,0.033976834,0.981207519,0.327642303,0.343142857,-0.452049574,0.340071151,0.251946151,0.235772471,0.19091136,0.198661638,-0.680557389,10800.51338,6.334294601,-24480.73174,0,0,0,0.477777778,0.477777778,0.477777778,0.477777778,0.477777778,0.477777778,RVegQ_7,0.327642303,-0.471543147,,,,LITCVR_D,0.054180418,-1.192597458,,,,LRCVQ_7D,0.19091136,-0.696995506,,,,1.86595081,0.475266825,1.247460535
NLA06608-0008,2007,2,NLA06608-0008+2007+2,IA,PROB_Lake,Target_Sampled,YES,8/22/2007,48.7370362,PLNLOW,TPL,S,CENPL,0.033976834,0.033976834,0.981207519,0.327642303,0.343142857,-0.452049574,0.340071151,0.251946151,0.235772471,0.19091136,0.198661638,-0.680557389,10800.51338,6.334294601,-24480.73174,0,0,0,0.477777778,0.477777778,0.477777778,0.477777778,0.477777778,0.477777778,RVegQ_7,0.327642303,-0.471543147,,,,LITCVR_D,0.054180418,-1.192597458,,,,LRCVQ_7D,0.19091136,-0.696995506,,,,1.86595081,0.475266825,1.247460535
NLA06608-0010,2007,1,NLA06608-0010+2007+1,MI,PROB_Lake,Target_Sampled,YES,7/17/2007,30.03733238,PLNLOW,UMW,S,UMW,0.053508772,0,0.435102375,0.124314964,0.24075,-0.600759058,0.440907482,0.251532482,0.203533995,0.095617328,0.153834846,-0.785593723,12131.92248,6.678712516,-23769.51607,0,0,0,0.786506936,0.786506936,0.786506936,0.786506936,0.786506936,0.786506936,RVegQ_2,0.1315,-0.84924356,,,,LITCVR_D,0.066919692,-1.113962464,,,,LRCVQ_2D,0.099209846,-0.961738205,,,,0.520977774,0.396608143,0.449931274
NLA06608-0010,2007,1,NLA06608-0010+2007+1,MI,PROB_Lake,Target_Sampled,YES,7/17/2007,30.03733238,PLNLOW,UMW,S,UMW,0.053508772,0,0.435102375,0.124314964,0.24075,-0.600759058,0.440907482,0.251532482,0.203533995,0.095617328,0.153834846,-0.785593723,12131.92248,6.678712516,-23769.51607,0,0,0,0.786506936,0.786506936,0.786506936,0.786506936,0.786506936,0.786506936,RVegQ_2,0.1315,-0.84924356,,,,LITCVR_D,0.066919692,-1.113962464,,,,LRCVQ_2D,0.099209846,-0.961738205,,,,0.520977774,0.396608143,0.449931274
NLA06608-0010,2007,2,NLA06608-0010+2007+2,MI,PROB_Lake,Target_Sampled,YES,8/18/2007,30.03733238,PLNLOW,UMW,S,UMW,0.191310345,0,0.241241384,0.07292611,0.21575,-0.646372241,0.294240833,0.170182862,0.136335665,0.064020851,0.135432796,-0.837337647,12131.9481,6.678698413,-23769.53885,0,0,0,0.757142857,0.757142857,0.757142857,0.757142857,0.757142857,0.757142857,RVegQ_2,0.0815,-1.038578906,,,,LITCVR_D,0.055115591,-1.186315012,,,,LRCVQ_2D,0.068307796,-1.106195001,,,,0.322887366,0.326649625,0.309785921
NLA06608-0010,2007,2,NLA06608-0010+2007+2,MI,PROB_Lake,Target_Sampled,YES,8/18/2007,30.03733238,PLNLOW,UMW,S,UMW,0.191310345,0,0.241241384,0.07292611,0.21575,-0.646372241,0.294240833,0.170182862,0.136335665,0.064020851,0.135432796,-0.837337647,12131.9481,6.678698413,-23769.53885,0,0,0,0.757142857,0.757142857,0.757142857,0.757142857,0.757142857,0.757142857,RVegQ_2,0.0815,-1.038578906,,,,LITCVR_D,0.055115591,-1.186315012,,,,LRCVQ_2D,0.068307796,-1.106195001,,,,0.322887366,0.326649625,0.309785921
NLA06608-0012,2007,1,NLA06608-0012+2007+1,OK,PROB_Lake,Target_Sampled,YES,6/13/2007,177.6575126,PLNLOW,SPL,T,CENPL,0.009302326,0.009302326,0.596587302,0.316536848,0.363367248,-0.427863781,0.505768424,0.33636625,0.330630671,0.233686227,0.257101427,-0.573323792,9201.38274,7.100167643,-24761.8481,0,0,0,0.396969697,0.396969697,0.396969697,0.396969697,0.396969697,0.396969697,RVegQ_7,0.316536848,-0.486067804,,,,LITCVR_D,0.150835605,-0.793617802,,,,LRCVQ_7D,0.233686227,-0.613169017,,,,1.8027043,1.323119345,1.526961753
NLA06608-0012,2007,1,NLA06608-0012+2007+1,OK,PROB_Lake,Target_Sampled,YES,6/13/2007,177.6575126,PLNLOW,SPL,T,CENPL,0.009302326,0.009302326,0.596587302,0.316536848,0.363367248,-0.427863781,0.505768424,0.33636625,0.330630671,0.233686227,0.257101427,-0.573323792,9201.38274,7.100167643,-24761.8481,0,0,0,0.396969697,0.396969697,0.396969697,0.396969697,0.396969697,0.396969697,RVegQ_7,0.316536848,-0.486067804,,,,LITCVR_D,0.150835605,-0.793617802,,,,LRCVQ_7D,0.233686227,-0.613169017,,,,1.8027043,1.323119345,1.526961753
NLA06608-0012,2007,2,NLA06608-0012+2007+2,OK,PROB_Lake,Target_Sampled,YES,9/18/2007,177.6575126,PLNLOW,SPL,T,CENPL,0.029365079,0.029365079,0.481660654,0.13761733,0.28509127,-0.530043639,0.215891998,0.146698158,0.145212441,0.103592071,0.177329041,-0.727394891,9201.43386,7.100128197,-24761.61806,0,0,0,0.421573604,0.421573604,0.421573604,0.421573604,0.421573604,0.421573604,RVegQ_7,0.13761733,-0.830862655,,,,LITCVR_D,0.069566812,-1.099268044,,,,LRCVQ_7D,0.103592071,-0.944651983,,,,0.78374241,0.610235191,0.676895392
NLA06608-0012,2007,2,NLA06608-0012+2007+2,OK,PROB_Lake,Target_Sampled,YES,9/18/2007,177.6575126,PLNLOW,SPL,T,CENPL,0.029365079,0.029365079,0.481660654,0.13761733,0.28509127,-0.530043639,0.215891998,0.146698158,0.145212441,0.103592071,0.177329041,-0.727394891,9201.43386,7.100128197,-24761.61806,0,0,0,0.421573604,0.421573604,0.421573604,0.421573604,0.421573604,0.421573604,RVegQ_7,0.13761733,-0.830862655,,,,LITCVR_D,0.069566812,-1.099268044,,,,LRCVQ_7D,0.103592071,-0.944651983,,,,0.78374241,0.610235191,0.676895392
NLA06608-0013,2007,1,NLA06608-0013+2007+1,NJ,PROB_Lake,Target_Sampled,YES,9/4/2007,37.14025576,PLNLOW,CPL,S,CPL,0,0,0.718564694,0.205304198,0.36525,-0.425679299,0.253902099,0.182624925,0.162567977,0.125484643,0.205457544,-0.666638295,617.1814834,0.38626175,-1151.263976,0,0,0,0.725,0.725,0.725,0.725,0.725,0.725,RVegQ_2,0.2305,-0.618884919,,,,LITCVR_B,0.159945652,-0.769689942,,,,LRCVQ_2B,0.195222826,-0.687774336,,,,0.794827586,0.534167091,0.639027254
NLA06608-0013,2007,1,NLA06608-0013+2007+1,NJ,PROB_Lake,Target_Sampled,YES,9/4/2007,37.14025576,PLNLOW,CPL,S,CPL,0,0,0.718564694,0.205304198,0.36525,-0.425679299,0.253902099,0.182624925,0.162567977,0.125484643,0.205457544,-0.666638295,617.1814834,0.38626175,-1151.263976,0,0,0,0.725,0.725,0.725,0.725,0.725,0.725,RVegQ_2,0.2305,-0.618884919,,,,LITCVR_B,0.159945652,-0.769689942,,,,LRCVQ_2B,0.195222826,-0.687774336,,,,0.794827586,0.534167091,0.639027254
NLA06608-0013,2007,2,NLA06608-0013+2007+2,NJ,PROB_Lake,Target_Sampled,YES,9/14/2007,37.14025576,PLNLOW,CPL,S,CPL,0,0,0.552768512,0.157933861,0.314972222,-0.48815376,0.41021693,0.248939756,0.198332753,0.100138308,0.178657489,-0.72432595,617.1791674,0.3862632,-1151.276019,0,0,0,0.721794872,0.721794872,0.721794872,0.721794872,0.721794872,0.721794872,RVegQ_2,0.1855,-0.708853238,,,,LITCVR_B,0.339945652,-0.455999398,,,,LRCVQ_2B,0.262722826,-0.564278511,,,,0.639655172,1.135309262,0.859976517
NLA06608-0013,2007,2,NLA06608-0013+2007+2,NJ,PROB_Lake,Target_Sampled,YES,9/14/2007,37.14025576,PLNLOW,CPL,S,CPL,0,0,0.552768512,0.157933861,0.314972222,-0.48815376,0.41021693,0.248939756,0.198332753,0.100138308,0.178657489,-0.72432595,617.1791674,0.3862632,-1151.276019,0,0,0,0.721794872,0.721794872,0.721794872,0.721794872,0.721794872,0.721794872,RVegQ_2,0.1855,-0.708853238,,,,LITCVR_B,0.339945652,-0.455999398,,,,LRCVQ_2B,0.262722826,-0.564278511,,,,0.639655172,1.135309262,0.859976517
