TABLE_NAME	SAMPLE_TYPE	DATA_COLUMN	LABEL	LEGAL_VALUES	RANGE_HIGH	RANGE_LOW	UNITS
tblZOOPMET	ZOOP	CALAN_DEN	Total density of individuals within the copepod order Calanoida (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	CALAN_NAT_BIO	Biomass of native individuals within the copepod order Calanoidea (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	CALAN_NAT_NTAX	Number of distinct native taxa within the copepod order Calanoida (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	CALAN_NAT_PDEN	Percent of total density represented by native individuals within the copepod order Calanoida (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	CALAN_NTAX	Number of distinct taxa within the copepod order Calanoida (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	CALAN_PDEN	Percent of total density represented by individuals within the copepod order Calanoida (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	CALAN_PTAX	Percent of distinct taxa that are within the copepod order Calanoida  (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	CALAN300_BIO	Biomass of individuals within the copepod order Calanoida in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	CALAN300_NAT_BIO	Biomass of native individuals within the copepod order Calanoida in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	CALAN300_NAT_NTAX	Number of distinct native taxa within the copepod order Calanoida in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	CALAN300_NTAX	Number of distinct taxa within the copepod order Calanoida in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	CALAN300_PTAX	Percent of distinct taxa within the copepod order Calanoida in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	CLAD_DEN	Density of individuals within the suborder Cladocera (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	CLAD_HERB_DEN	Density of herbivorous cladocerans (suborder=CLADOCERA; coarse and fine net samples combined)				
tblZOOPMET	ZOOP	CLAD_HERB300_BIO	Percent biomass of herbivorous cladoceran individuals in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	CLAD_NAT_DEN	Density of native individuals within the suborder Cladocera (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	CLAD_PRED300_PTAX	Percent of distinct taxa that are predaceous cladocerans in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	CLAD300_BIO	Biomass of individuals within the suborder Cladocera in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	CLAD300_NAT_BIO	Biomass of native individuals within the suborder Cladocera in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	COARSE_DEN	Density represented by individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined) 				
tblZOOPMET	ZOOP	COARSE_NAT_DEN	Density represented by individuals of native larger-sized taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined) 				
tblZOOPMET	ZOOP	COARSE_NAT_PBIO	Percent of total biomass represented by native individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined) 				
tblZOOPMET	ZOOP	COARSE_NAT_PTAX	Percent of distinct larger-sized native taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined) 				
tblZOOPMET	ZOOP	COARSE_PBIO	Percent of total biomass represented by individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined) 				
tblZOOPMET	ZOOP	COARSE_PTAX	Percent of distinct larger-sized taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined) 				
tblZOOPMET	ZOOP	COARSE300_BIO	Biomass of individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE) in 300-count subsamples (coarse and fine net samples combined) 				
tblZOOPMET	ZOOP	COARSE300_NAT_BIO	Biomass of native individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE) in 300-count subsamples (coarse and fine net samples combined) 				
tblZOOPMET	ZOOP	COARSE300_NAT_PBIO	Percent of biomass represented by native individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE)  in 300 count subsamples (coarse and fine net samples combined) 				
tblZOOPMET	ZOOP	COARSE300_PBIO	Percent of biomass represented by individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE) in 300 count subsamples (coarse and fine net samples combined) 				
tblZOOPMET	ZOOP	COLLO_BIO	Total biomass of individuals within the rotifer order Collothecaceae (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	COLLO_PBIO	Percent of total biomass within the rotifer order Collothecaceae (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	COLLO_PIND	Percent of total individuals within the rotifer order Collothecaceae (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	COLLO300_BIO	Biomass represented by individuals of the rotifer order Collothecaceae in the 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	COLLO300_PBIO	Percent of biomass within the rotifer order Collothecaceae in the 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	COPE_DEN	Density represented by individuals within the subclass Copepoda (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	COPE_HERB_PBIO	Percent biomass represented by herbivorous copepods (order=COPEPODA; coarse and fine net samples combined)				
tblZOOPMET	ZOOP	COPE_HERB_PDEN	Percent density represented by herbivorous copepods (order=COPEPODA; coarse and fine net samples combined)				
tblZOOPMET	ZOOP	COPE_HERB300_PBIO	Percent of biomass represented by herbivorous copepods in 300-count subsampless (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	COPE_NAT_DEN	Density represented by native individuals within the subclass Copepoda (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	COPE_NAT_NTAX	Number of distinct native taxa within the subclass Copepoda (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	COPE_NAT_PIND	Percent of native individuals within the subclass Copepoda (coarse and fine net samples combined) 				
tblZOOPMET	ZOOP	COPE_NAT_PTAX	Percent of distinct native taxa withinin the subclass Copepoda (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	COPE_NTAX	Number of distinct taxa within the subclass Copepoda (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	COPE_OMNI_PTAX	Percent distinct taxa that are omnivorous copepods (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	COPE_OMNI300_BIO	Biomass of omniivorous copepod individuals in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	COPE_OMNI300_PTAX	Percent of distinct taxa represented by omniivorous copepod individuals in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	COPE_PIND	Percent of total individuals within the subclass Copepoda (coarse and fine net samples combined) 				
tblZOOPMET	ZOOP	COPE_PTAX	Percent of distinct taxa within the subclass Copepoda (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	COPE_RATIO_300_BIO	Ratio of Calanoid to (Cladoccera+Cyclopoids) based on biomass in 300-count subsamples (coarse and fine net samples combined). Adapted from Kane et al. (2009) Lake Erie plankton IBI. Calculated as CALANOID_BIO/(CLAD_BIO+CYCLOPOID_BIO)				
tblZOOPMET	ZOOP	COPE_RATIO_300_NIND	Ratio of Calanoid to (Cladoccera+Cyclopoids) based on number of individuals in 300-count subsamples (coarse and fine net samples combined). Adapted from Kane et al. (2009) Lake Erie plankton IBI. Calculated as CALANOID_NIND/(CLAD_NIND+CYCLOPOID_NIND)				
tblZOOPMET	ZOOP	COPE_RATIO_BIO	Ratio of Calanoid to (Cladoccera+Cyclopoids) based on biomass (coarse and fine net samples combined). Adapted from Kane et al. (2009) Lake Erie plankton IBI. Calculated as CALANOID_BIO/(CLAD_BIO+CYCLOPOID_BIO)				
tblZOOPMET	ZOOP	COPE_RATIO_NIND	Ratio of Calanoid to (Cladoccera+Cyclopoids) based on number of individuals (coarse and fine net samples combined). Adapted from Kane et al. (2009) Lake Erie plankton IBI. Calculated as CALANOID_NIND/(CLAD_NIND+CYCLOPOID_NIND)				
tblZOOPMET	ZOOP	COPE300_BIO	Biomass of individuals within the subclass Copepoda in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	COPE300_NAT_BIO	Biomass of native individuals within the subclass Copepoda in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	COPE300_NAT_PIND	Percent of native individuals within the subclass Copepoda in 300-count subsamples (coarse and fine net samples combined) 				
tblZOOPMET	ZOOP	COPE300_PIND	Percent of individuals within the subclassr Copepoda in 300-count subsamples (coarse and fine net samples combined) 				
tblZOOPMET	ZOOP	DAPHNIID_DEN	Density of individuals within the family Daphiniidae (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	DAPHNIID_NAT_DEN	Density of native individuals within the family Daphiniidae (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	DAPHNIID_NAT_NTAX	Number of distinct native taxa within the cladoceran family Daphiniidae (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	DAPHNIID_NTAX	Number of distinct taxa within the cladoceran family Daphiniidae (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	DAPHNIID300_BIO	Biomass of individuals within the family Daphiniidae in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	DAPHNIID300_NAT_BIO	Biomass of native individuals within the family Daphiniidae in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	DAPHNIID300_NAT_NTAX	Number of distinct native taxa within the cladoceran family Daphiniidae in 300-count subsampless (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	DAPHNIID300_NTAX	Number of distinct taxa within the cladoceran family Daphiniidae in 300-count subsampless (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	DOM1_300_COPE_PBIO	Percent of biomass in dominant copepod taxon in the 300 count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	DOM1_300_ROT_PBIO	Percent of rotifer biomass represented in the dominant rotifer taxon in 300-count subsampless (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	DOM1_300_ROT_PIND	Percent of rotifer individuals in dominant rotifer taxa in 300-count subsampless (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	DOM1_ROT_PBIO	Percent of rotifer biomass in dominant rotifer taxon (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	DOM3_300_ROT_PIND	Percent of rotifer individuals in top 3 Rotifer taxa in 300-count subsampless (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	DOM3_ROT_PDEN	Percent of rotifer density in top 3 rotifer taxa (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	DOM3_ROT_PIND	Percent of rotifer individuals in top 3 Rotifer taxa (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	DOM5_300_PBIO	Percent of rotifer biomass represent in top 5 rotifer taxa in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	DOM5_300_ROT_PIND	Percent of rotifer individuals in top 5 Rotifer taxa in 300-count subsampless (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	DOM5_PBIO	Percent of total biomas represent in top 5 taxa (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	DOM5_ROT_PBIO	Percent of rotifer biomass represented in top 5 rotifer taxa (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	DOM5_ROT_PDEN	Percent of density in top 5 rotifer taxa (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	DOM5_ROT_PIND	Percent of rotifer individuals in top 5 Rotifer taxa (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	FAM_NAT_NTAX	Number of families represented by distinct native taxa (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	FAM_NTAX	Number of families represented by distinct taxa (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	FAM300_NAT_NTAX	Number of native families represented in 300 count subsamples (coarse and fine net samples combined) 				
tblZOOPMET	ZOOP	FAM300_NTAX	Number of families represented in 300 count subsamples (coarse and fine net samples combined) 				
tblZOOPMET	ZOOP	FINE_BIO	Biomass of individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined) 				
tblZOOPMET	ZOOP	FINE_NAT_NTAX	Number of distinct smaller-sized native taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)				
tblZOOPMET	ZOOP	FINE_NAT_PBIO	Percent of biomass represented by native individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)				
tblZOOPMET	ZOOP	FINE_NAT_PTAX	Percent of distinct native smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)				
tblZOOPMET	ZOOP	FINE_NTAX	Number of distinct smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)				
tblZOOPMET	ZOOP	FINE_PBIO	Percent of biomass represented by individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)				
tblZOOPMET	ZOOP	FINE_PTAX	Percent of distinct smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)				
tblZOOPMET	ZOOP	FINE300_NAT_PBIO	Percent of biomass represented in native individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE) in the 300-count subsample (coarse and fine mesh samples combined)				
tblZOOPMET	ZOOP	FINE300_PBIO	Percent of biomass represented in individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE) in the 300-count subsample (coarse and fine mesh samples combined)				
tblZOOPMET	ZOOP	FLOS_DEN	Density of individuals within the rotifer order Flosculariaceae (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	GEN_NAT_NTAX	Number of genera represented by distinct native taxa (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	GEN_NTAX	Number of genera represented by distinct taxa (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	GEN300_NAT_NTAX	Number of native genera represented in 300 count subsamples (coarse and fine net samples combined) 				
tblZOOPMET	ZOOP	GEN300_NTAX	Number of genera represented in 300 count subsamples (coarse and fine net samples combined) 				
tblZOOPMET	ZOOP	HERB_NTAX	Number of distinct herbivore taxa (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	HERB300_BIO	Biomass of herbivorous individuals in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	HERB300_NTAX	Number of distinct taxa that are herbivores in 300 count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	HERB300_PBIO	Percent biomass represented by herbivorous individuals in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	HPRIME_CLAD	"Shannon Diversity based on the number of cladoceran individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of individuals of taxon i , and Log= natural logrithm."				
tblZOOPMET	ZOOP	HPRIME_ROT	"Shannon Diversity based on the number of rotifer individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of individuals of taxon i , and Log= natural logrithm."				
tblZOOPMET	ZOOP	HPRIME_ROT300	"Shannon Diversity based on the number of rotifer individuals in 300-count subsamples (coarse and fine net samples combined).  Calculated as SUM{p(i)*Log[p(i)]}, where p(i) is proportion of individuals of taxon i , and Log= natural logrithm."				
tblZOOPMET	ZOOP	LGCLAD_BIO	Biomass represented by large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE; coarse and fine net samples combined)				
tblZOOPMET	ZOOP	LGCLAD_NAT_BIO	Biomass represented by native large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE; coarse and fine net samples combined)				
tblZOOPMET	ZOOP	LGCLAD300_BIO	Biomass represented by large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	LGCLAD300_NAT_BIO	Biomass represented by native large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in 300-count subsamples ( coarse and fine net samples combined)				
tblZOOPMET	ZOOP	LGCLAD300_NAT_PIND	Percent of native large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	LGCLAD300_NAT_PTAX	Percent of distinct native taxa that are large cladocerans (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	LGCLAD300_PIND	Percent of large cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	LGCLAD300_PTAX	Percent of distinct taxa that are large cladocerans (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=LARGE) in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	OMNI_PDEN	Percent of total density represented by omnivorous individuals (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	OMNI_PIND	Percent of omnivorous individuals (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	OMNI_PTAX	Percent of distinct taxa that are omnivorous (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	OMNI300_NTAX	Number of distinct taxa that are omnivorous in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	OMNI300_PIND	Percent of omnivorous individuals in 300 count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	OMNI300_PTAX	Percent of distinct taxa that are omnivores in 300 count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	PIE_ROT	"Hurlburts Probability of Insterspecific Encounter (PIE) based on the number of rotifer individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*[N-n(i)/N-1]} where p(i) is the proportin of taxon I in the sample, N is the total number of indiviual in the sample, and n(i) is the number of individuals of taxon i in the sample."				
tblZOOPMET	ZOOP	PIE_ROT300	"Hurlburts Probability of Insterspecific Encounter (PIE) based on the number of rotifer individuals in 300-count subsamples (coarse and fine net samples combined).  Calculated as SUM{p(i)*[N-n(i)/N-1]} where p(i) is the proportin of taxon I in the sample, N is the total number of indiviual in the sample, and n(i) is the number of individuals of taxon i in the sample."				
tblZOOPMET	ZOOP	PLOIMA_DEN	Density of individuals of the rotifer order Ploima (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	PLOIMA_NTAX	Number of distinct taxa that are within the rotifer order Ploima (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	PLOIMA_PTAX	Percent distinct taxa that are within the rotifer order Ploima (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	PLOIMA300_PTAX	Percent of distinct taxa represented by the rotifer order Ploima in 300-count sumples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	PRED_NTAX	Number of distinct predator taxa (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	PRED_PTAX	Percent of distinct taxa that are predators (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	PRED300_BIO	Biomass of predator individuals in 300 count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	PRED300_NTAX	Number of distinct taxa that are predators in 300 count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	PRED300_PBIO	Percent of biomass represented by predator individuals in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	ROT_HERB_NTAX	Number of distinct rotifer taxa that are herbivores (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	ROT_HERB300_NTAX	Number of distinct rotifer taxa that are herbivores in 300 count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	ROT_NTAX	Number of distinct taxa within the phylum Rotifera (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	ROT_OMNI_BIO	Biomass represented by rotifer individuals that are omnivores				
tblZOOPMET	ZOOP	ROT_OMNI_PDEN	Percent of rotifer density represented by omnivores				
tblZOOPMET	ZOOP	ROT_OMNI_PIND	Percent of rotifer individuals that are omnivores (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	ROT_OMNI_PTAX	Percent of distinct rotifer taxa that are omnivorous				
tblZOOPMET	ZOOP	ROT_OMNI300_PIND	Percent of individuals that are omnivorous rotifers in 300 count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	ROT_OMNI300_PTAX	Percent of distinct taxa that are omnivorouss rotifers in 300 count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	ROT_PBIO	Percent total biomass from rotifers (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	ROT_PRED_NTAX	Number of distinct rotifer taxa that are predators (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	ROT_PRED_PTAX	Percent of distinct rotifer taxa that are predators				
tblZOOPMET	ZOOP	ROT_PRED300_BIO	Biomass represented by rotifer individuals that are predators in 300 count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	ROT_PRED300_NTAX	Number of distinct rotifer taxa that are predators in 300 count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	ROT_PRED300_PBIO	Percent of biomass represented by predaceous rotifers individuals in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	ROT_PTAX	Percent of distinct taxa within the phylum Rotifera (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	ROT300_NTAX	Number of distinct taxa within the phylum Rotifera in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	ROT300_PBIO	Percent biomass from rotifers in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	SIDID_PIND	Percent of total individuals that are within the cladoceran family Sididae (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	SIDID300_PIND	Percent of individuals within the cladoceran family Sididae in 300-count subsamples (coarse and fine net samples combined)				
tblZOOPMET	ZOOP	SIMPSON_DEN	Simpson Diversity based on the total density individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of density of taxon i in the sample.				
tblZOOPMET	ZOOP	SIMPSON_ROT	Simpson Diversity based on the number of rotifer individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of taxon I in the sample.				
tblZOOPMET	ZOOP	SIMPSON_ROT300	Simpson Diversity based on the number of rotifer individuals in 300-count subsampless (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of taxon I in the sample.				
tblZOOPMET	ZOOP	SIMPSON300_NIND	Simpson Diversity based on the number of individuals (coarse and fine net samples combined).  Calculated as SUM{p(i)*p(i)} where p(i) is the proportion of taxon i in the sample.				
tblZOOPMET	ZOOP	SMCLAD_BIO	Biomass represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL; coarse and fine net samples combined)				
tblZOOPMET	ZOOP	SMCLAD_DEN	Density represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined)				
tblZOOPMET	ZOOP	SMCLAD_NAT_BIO	Biomass represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined)				
tblZOOPMET	ZOOP	SMCLAD_NAT_DEN	Density represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCERA_SIZE=SMALL; coarse and fine net samples combined)				
tblZOOPMET	ZOOP	SMCLAD_NAT_PBIO	Percent of total biomass represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL; coarse and fine net samples combined)				
tblZOOPMET	ZOOP	SMCLAD_NAT_PDEN	Percent of total density represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined)				
tblZOOPMET	ZOOP	SMCLAD_NAT_PIND	"Percent of native individuals within the suborder Cladocera that are \small\"" (CLADOCERA_SIZE=SMALL; coarse and fine net samples combined) """				
tblZOOPMET	ZOOP	SMCLAD_PBIO	Percent of total biomass represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL; coarse and fine net samples combined)				
tblZOOPMET	ZOOP	SMCLAD_PDEN	Percent of total density represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCERAN_SIZE=SMALL; coarse and fine net samples combined)				
tblZOOPMET	ZOOP	SMCLAD_PIND	"Percent of total individuals within the suborder Cladocera that are \small\"" (CLADOCERA_SIZE=SMALL; coarse and fine net samples combined) """				
tblZOOPMET	ZOOP	SMCLAD300_BIO	Biomass represented by small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in 300-count subsamples ( coarse and fine net samples combined)				
tblZOOPMET	ZOOP	SMCLAD300_NAT_BIO	Biomass represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in 300-count subsamples ( coarse and fine net samples combined)				
tblZOOPMET	ZOOP	SMCLAD300_NAT_PBIO	Percent of biomass represented by native small cladoceran individuals (SUBORDER=CLADOCERA and CLADOCEAN_SIZE=SMALL) in 300-count subsamples (coarse and fine net samples combined)				
