TABLE_NAME	SAMPLE_TYPE	DATA_COLUMN	LABEL	LEGAL_VALUES	RANGE_HIGH	RANGE_LOW	UNITS
tblSITEDATA	EVAL	EVALSTAT	"Status assigned based on lake evaluation guidelines: TargetSampleable= Lake can be accessed and sampled; TargetNotSampled= Lake is target, but was temporarily inaccessible to sampling in 2012; TargetOther= Lake is considered target, but cannot be sampled for reasons other than physical inaccessibility or lack of access permission; AccessDenied=No permission to access and sample lake; Inaccessible-Barrier/Safety=Lake cannot be accessed and/or sampled sue to hazardous conditions or physical barriers (including access by boat); Inaccessible-Effort=Lake is too remote to visit.; Nontarget-CoastalSaline=lake is maintained primarily by overland flow from an adjacent estuary or ocean; Nontarget-Ephemeral=Lake determined to be dry during the index period during all but extremely wet years; Nontarget-MapError=no lake present at coordinates (includes lakes that have permanently dried up); Nontarget-NoRecAquatUse=Lake constructed for special purpose (e.g., sewage lagoon, stock pond); Nontarget-NotLake=Lake is either riverine (&lt; 7 d residence time) or fully developed wetland with no open water; Nontarget-Other=Lake is nontarget for other reasons; Nontarget-TooSmall+ Lake evaluated to be &lt; 1 ha in surface area; NonTarget-TooShallow= Lake had maximum depth of &lt; 1 m; NonTarget-Vegetated= Lake has &lt; 1000 m2 of open water, but is not a fully developed wetland with no open water; NotNeeded- Over sample lake that was not needed to meet sample size requirements within a state"	TargetSampleable|TargetNotSampled|TargetOther|AccessDenied|Inaccessible-Barrier/Safety|Inaccessible-Effort|Nontarget-CoastalSaline|Nontarget-Ephemeral|Nontarget-MapError|Nontarget-NoRecAquatUse|Nontarget-NotLake|Nontarget-Other|Nontarget-TooSmall|Nontarget-TooShallow|NonTarget-Vegetated|NotNeeded			
tblSITEDATA	EVAL	LAKE_ORIGIN	"Lake origin based on codes used in NLA 2007:MAN-MADE=includes LAKE-ORIGIN12= MAN_MADE, MAN_MADE_AB, and RESERVOIR; NATURAL=includes LAKE_ORIGIN12=NATURAL and NATURAL_ENH; UNCERTAIN= Includes LAKE_ORIGIN12=UNCERTAIN"	MAN-MADE|NATURAL|UNCERTAIN			
tblSITEDATA	EVAL	LAKE_ORIGIN12	"Lake origin as determined during the 2012 site evaluation process, or from the sampling visit: MAN_MADE=Impoundment created by humans with current use for purpose of water storage, wildlife/fishing, and recreation.  Not used for active irrigation or power generation.  Includes lakes that were historically used for other purposes (e.g. mining pit pond, mill pond) but currently not a ‘working” impoundment; MAN_MADE_AB=Lakes have been abandoned from their man-made function for many decades (or a century).  These are still called  man-made but function 'naturally'; NATURAL=Naturally occurring impoundment; NATURAL_ENH=Lake was originally a natural open water shallow lake that has been ‘enhanced’ with flow diversions to form larger/deeper lake to support recreational uses; RESERVOIR=Man-made impoundment for hydropower, flood control, and/or active irrigation storage; UNCERTAIN=Origin could not be determined from either site evaluation or sampling visit"	MAN_MADE|MAN_MADE_AB|NATURAL|NATURAL_ENH|RESERVOIR|UNCERTAIN			
tblSITEDATA	EVAL	SITESAMP	Did you sample this site (Y/N)	Y|N			
tblSITEDATA	EVAL	STATUS	"Site status based on EVALSTAT and codes used for 2007 NLA, for use in national-scale population estimates: Target_Sampled=TargetSampled; Target_Denied=AccessDenied; Target_Inacc=Inaccessible-Barrier/Safety or Inaccessible-Effort; Target_Other=TargetOther.  Target lakes that wer not sampled.; Lake_LT_1 ha=Nontarget-TooSmall; Lake_Saline=Coastal_Saline; Lake_Shallow=Nontarget-TooShallow; Lake_Vegetated=Nontarget-Vegetated; Lake-Special_Purpose=Nontarget-NoRecAquatUse; Non_Target=Nontarget-Ephemeral or Nontarget-Other; Unknown=Lake was not evaluated or visited.  Generally applicable to additional State-specific sites that can be included in the national assessment."	Target_Sampled|Target_Denied|Target_Inacc|Target_Other|Lake_LT_1ha|Lake_Saline|Lake_Shallow|Lake_Vegetated|Lake-Special_Purpose|Non_Target|Unknown			
tblSITEDATA	EVAL	STATUS_ST	"Site status based on EVALSTAT and codes used for 2007 NLA, for use in State-scale population estimates for MI, MN, OK, UT, and VT: Same code as STATUS_12, plus Lake_LT_4 ha= for MI and MN, lakes &lt; 4 ha were not part of the target population for the State assessment.; Lake_LT_10_ha= For UT, lakes &lt; 10 ha in FS Wilderness Areas were not part of the target population for the State assessment.; Lake_Tribal=For UT, lakes on Tribal land were not part of the target population for the State assessment"	Target_Sampled|Target_Denied|Target_Inacc|Target_Other|Lake_LT_1ha|Lake_Saline|Lake_Shallow|Lake_Vegetated|Lake-Special_Purpose|Non_Target|Unknown|Lake_LT_4_ha|Lake_LT_10_ha|Lake_Tribal			
tblSITEDATA	EVAL	TNT	"NLA target status assigned based on lake evaluation for use in national assessments. Target_Presumed= Assigned to lakes evaluated as target but were not sampled (e.g., access denials or physically inaccessible). Uncertain-Final target status cannot be determined because open water and depth criteria could not be evaluated. NotNeeded=Not needed for national level assessments (includes sites selected as part of individual state-level designs. Blank=represent errors or changes in design file, such as lakes selected &gt; 1 time or lakes whose polygons have been combined with other lakes."	Target|NonTarget|Target_Presumed|Uncertain|NotNeeded			
tblSITEDATA	EVAL	TNT_ST	NLA target status assigned based on lake evaluation for use in State-specific assessments	Same codes as for TNT			
tblSITEDATA	EVALVIS	RT_NLA12	NLA Reference Class Assignment: R=reference; S=intermediate; T=impacted	R|S|T			
tblVERIFICATION	VERIF	DATE_COL	Date of sample collection				None
tblVERIFICATION	VERIF	SITE_ID	Identification code for site				
tblVERIFICATION	VERIF	VISIT_NO	Sequential number of visit to site	|1|2			
		UID	Unique site visit ID				
		ECO_BIO	Bioregions				
		PUBLICATION_DATE	Publication Date				
